y_pred,y_eval,residuals
2440.477959036823,2470.0,-29.522040963177005
2440.477959036823,2472.0,-31.522040963177005
2441.117404757884,2467.0,-25.882595242116167
2441.117404757884,2456.0,-14.882595242116167
2441.117404757884,2459.0,-17.882595242116167
2441.117404757884,2467.0,-25.882595242116167
2437.9336541017065,2467.0,-29.066345898293548
2437.9336541017065,2436.0,1.933654101706452
2437.9336541017065,2444.0,-6.066345898293548
2438.564721070713,2414.0,24.56472107071295
2438.564721070713,2407.0,31.56472107071295
2416.2957240498263,2389.0,27.295724049826276
2416.2957240498263,2390.0,26.295724049826276
2393.0291831079976,2389.0,4.029183107997596
2393.0291831079976,2389.0,4.029183107997596
2393.0291831079976,2394.0,-0.9708168920024036
2393.0291831079976,2389.0,4.029183107997596
2393.0291831079976,2382.0,11.029183107997596
2393.0291831079976,2372.0,21.029183107997596
2393.0291831079976,2380.0,13.029183107997596
2393.0291831079976,2382.0,11.029183107997596
2393.0291831079976,2386.0,7.029183107997596
2393.0291831079976,2390.0,3.0291831079975964
2393.0291831079976,2380.0,13.029183107997596
2393.0291831079976,2384.0,9.029183107997596
2393.0291831079976,2387.0,6.029183107997596
2393.0291831079976,2387.0,6.029183107997596
2393.0291831079976,2393.0,0.02918310799759638
2393.0291831079976,2376.0,17.029183107997596
2393.0291831079976,2383.0,10.029183107997596
2393.0291831079976,2391.0,2.0291831079975964
2393.0291831079976,2388.0,5.029183107997596
2393.0291831079976,2389.0,4.029183107997596
2393.0291831079976,2386.0,7.029183107997596
2393.0291831079976,2377.0,16.029183107997596
2393.0291831079976,2389.0,4.029183107997596
2393.0291831079976,2383.0,10.029183107997596
2329.916392512058,2316.0,13.916392512057882
2329.916392512058,2317.0,12.916392512057882
2276.299999405162,2264.0,12.299999405161998
2276.299999405162,2264.0,12.299999405161998
2292.4660591059,2311.0,-18.533940894099942
2330.555838233119,2297.7,32.85583823311936
2330.555838233119,2297.7,32.85583823311936
2330.555838233119,2300.8,29.755838233118993
2356.517425312649,2342.9,13.61742531264872
2356.517425312649,2367.5,-10.982574687351189
2356.517425312649,2350.2,6.317425312648993
2356.517425312649,2350.2,6.317425312648993
2356.517425312649,2350.7,5.817425312648993
2356.517425312649,2358.8,-2.282574687351371
2356.517425312649,2362.3,-5.782574687351371
2356.517425312649,2368.5,-11.982574687351189
2356.517425312649,2377.5,-20.98257468735119
2356.517425312649,2360.8,-4.282574687351371
2356.517425312649,2368.8,-12.28257468735137
2356.517425312649,2374.0,-17.48257468735119
2356.517425312649,2377.7,-21.182574687351007
2356.517425312649,2373.8,-17.28257468735137
2356.517425312649,2373.8,-17.28257468735137
2356.517425312649,2373.8,-17.28257468735137
2356.517425312649,2369.0,-12.482574687351189
2356.517425312649,2369.0,-12.482574687351189
2366.5262171499967,2400.8,-34.2737828500035
2366.5262171499967,2395.8,-29.2737828500035
2366.5262171499967,2377.3,-10.7737828500035
2366.5262171499967,2377.3,-10.7737828500035
2366.5262171499967,2376.1,-9.573782850003226
2366.5262171499967,2396.6,-30.073782850003226
2366.5262171499967,2396.5,-29.973782850003317
2366.5262171499967,2405.5,-38.97378285000332
2366.5262171499967,2404.8,-38.2737828500035
2398.3732359344795,2406.4,-8.026764065520638
2398.3732359344795,2406.4,-8.026764065520638
2368.678140568246,2393.1,-24.421859431754
2368.678140568246,2352.4,16.278140568245817
2358.6693487308985,2378.8,-20.13065126910169
2358.6693487308985,2370.2,-11.530651269101327
2358.6693487308985,2370.2,-11.530651269101327
2358.6693487308985,2372.9,-14.2306512691016
2358.6693487308985,2357.5,1.1693487308984913
2358.6693487308985,2363.1,-4.430651269101418
2358.6693487308985,2363.3,-4.630651269101691
2358.6693487308985,2367.6,-8.930651269101418
2358.6693487308985,2367.6,-8.930651269101418
2358.6693487308985,2364.7,-6.030651269101327
