iter	Passed	Remaining
1670	11435	56997
1671	11440	56982
1672	11445	56968
1673	11451	56957
1674	11457	56945
1675	11463	56932
1676	11468	56918
1677	11474	56905
1678	11480	56895
1679	11486	56883
1680	11492	56876
1681	11500	56874
1682	11506	56864
1683	11516	56871
1684	11521	56857
1685	11527	56843
1686	11533	56831
1687	11538	56818
1688	11545	56809
1689	11553	56811
1690	11559	56799
1691	11564	56784
1692	11569	56768
1693	11574	56753
1694	11580	56741
1695	11586	56727
1696	11591	56715
1697	11597	56705
1698	11603	56693
1699	11609	56681
1700	11614	56667
1701	11622	56662
1702	11628	56652
1703	11634	56643
1704	11640	56631
1705	11647	56627
1706	11654	56621
1707	11660	56611
1708	11666	56599
1709	11672	56586
1710	11678	56576
1711	11684	56564
1712	11689	56552
1713	11697	56551
1714	11704	56540
1715	11709	56529
1716	11716	56519
1717	11722	56508
1718	11727	56495
1719	11733	56483
1720	11738	56468
1721	11744	56456
1722	11749	56442
1723	11754	56428
1724	11760	56416
1725	11766	56403
1726	11771	56391
1727	11777	56378
1728	11783	56367
1729	11790	56360
1730	11795	56347
1731	11800	56333
1732	11806	56320
1733	11811	56307
1734	11817	56292
1735	11822	56279
1736	11830	56279
1737	11842	56295
1738	11849	56289
1739	11856	56284
1740	11863	56279
1741	11869	56268
1742	11880	56280
1743	11890	56290
1744	11899	56294
1745	11906	56287
1746	11912	56274
1747	11918	56265
1748	11923	56251
1749	11929	56239
1750	11935	56226
1751	11940	56212
1752	11945	56199
1753	11951	56185
1754	11956	56172
1755	11962	56160
1756	11967	56146
1757	11974	56139
1758	11981	56135
1759	12011	56234
1760	12020	56239
1761	12028	56237
1762	12035	56233
1763	12042	56226
1764	12050	56223
1765	12056	56214
1766	12063	56206
1767	12069	56196
1768	12075	56186
1769	12081	56175
1770	12087	56167
1771	12093	56156
1772	12102	56158
1773	12108	56148
1774	12113	56133
1775	12119	56119
1776	12124	56107
1777	12130	56096
1778	12136	56084
1779	12141	56070
1780	12147	56056
1781	12152	56041
1782	12158	56031
1783	12164	56020
1784	12170	56012
1785	12177	56005
1786	12183	55994
1787	12190	55987
1788	12198	55989
1789	12205	55979
1790	12211	55972
1791	12218	55966
1792	12230	55979
1793	12235	55967
1794	12241	55954
1795	12246	55942
1796	12252	55928
1797	12257	55916
1798	12262	55901
1799	12267	55886
1800	12273	55873
1801	12278	55860
1802	12284	55847
1803	12289	55832
1804	12295	55823
1805	12300	55808
1806	12306	55796
1807	12311	55784
1808	12317	55772
1809	12322	55758
1810	12327	55743
1811	12332	55729
1812	12338	55718
1813	12344	55705
1814	12350	55695
1815	12356	55685
1816	12362	55673
1817	12367	55662
1818	12373	55651
1819	12378	55637
1820	12384	55623
1821	12390	55615
1822	12396	55606
1823	12402	55591
1824	12407	55578
1825	12414	55571
1826	12419	55558
1827	12429	55567
1828	12435	55553
1829	12440	55541
1830	12448	55540
1831	12457	55540
1832	12463	55530
1833	12468	55516
1834	12473	55502
1835	12478	55487
1836	12484	55474
1837	12489	55462
1838	12494	55447
1839	12499	55433
1840	12505	55421
1841	12510	55407
1842	12516	55395
1843	12523	55392
1844	12530	55387
1845	12536	55375
1846	12542	55366
1847	12549	55360
1848	12555	55348
1849	12560	55334
1850	12566	55321
1851	12571	55309
1852	12577	55298
1853	12583	55287
1854	12589	55276
1855	12595	55266
1856	12600	55255
1857	12607	55247
1858	12615	55248
1859	12622	55241
1860	12628	55228
1861	12633	55216
1862	12639	55203
1863	12644	55190
1864	12649	55177
1865	12655	55164
1866	12660	55152
1867	12666	55139
1868	12671	55128
1869	12676	55114
1870	12682	55102
1871	12688	55091
1872	12694	55080
1873	12700	55070
1874	12706	55061
1875	12712	55049
1876	12717	55037
1877	12723	55026
1878	12729	55018
1879	12735	55005
1880	12740	54993
1881	12746	54981
1882	12752	54971
1883	12757	54958
1884	12763	54945
1885	12768	54931
1886	12773	54919
1887	12778	54906
1888	12783	54891
1889	12789	54879
1890	12794	54867
1891	12800	54855
1892	12805	54840
1893	12811	54830
1894	12817	54819
1895	12822	54807
1896	12827	54793
1897	12833	54781
1898	12838	54769
1899	12844	54757
1900	12855	54770
1901	12861	54760
1902	12867	54747
1903	12872	54735
1904	12877	54721
1905	12882	54708
1906	12888	54696
1907	12896	54696
1908	12909	54713
1909	12914	54702
1910	12920	54691
1911	12927	54683
1912	12932	54671
1913	12937	54658
1914	12946	54659
1915	12953	54653
1916	12959	54644
1917	12965	54633
1918	12971	54622
1919	12976	54611
1920	12982	54599
1921	13008	54674
1922	13017	54674
1923	13024	54672
1924	13032	54667
1925	13039	54662
1926	13052	54680
1927	13060	54680
1928	13067	54673
1929	13077	54680
1930	13083	54672
1931	13089	54661
1932	13095	54652
1933	13101	54642
1934	13109	54637
1935	13114	54627
1936	13120	54617
1937	13126	54604
1938	13131	54592
1939	13137	54579
1940	13142	54568
1941	13148	54555
1942	13153	54542
1943	13158	54530
1944	13164	54518
1945	13170	54507
1946	13175	54494
1947	13181	54486
1948	13189	54483
1949	13195	54473
1950	13200	54461
1951	13207	54451
1952	13212	54440
1953	13217	54427
1954	13223	54413
1955	13228	54401
1956	13233	54386
1957	13238	54375
1958	13244	54364
1959	13249	54350
1960	13255	54339
1961	13261	54331
1962	13266	54318
1963	13272	54305
1964	13277	54292
1965	13282	54279
1966	13289	54271
1967	13294	54257
1968	13299	54246
1969	13305	54235
1970	13311	54224
1971	13316	54211
1972	13321	54198
1973	13328	54189
1974	13336	54188
1975	13342	54182
1976	13350	54179
1977	13357	54174
1978	13363	54161
1979	13369	54152
1980	13374	54139
1981	13380	54131
1982	13386	54118
1983	13391	54103
1984	13396	54092
1985	13401	54080
1986	13407	54068
1987	13413	54058
1988	13420	54051
1989	13425	54038
1990	13430	54025
1991	13436	54015
1992	13442	54005
1993	13447	53993
1994	13453	53984
1995	13460	53975
1996	13465	53964
1997	13471	53954
1998	13477	53943
1999	13483	53934
2000	13489	53924
2001	13495	53913
2002	13500	53901
2003	13506	53890
2004	13514	53889
2005	13520	53878
2006	13525	53867
2007	13532	53862
2008	13541	53861
2009	13547	53852
2010	13553	53841
2011	13558	53828
2012	13563	53815
2013	13569	53806
2014	13575	53796
2015	13581	53786
2016	13587	53775
2017	13593	53766
2018	13599	53757
2019	13607	53755
2020	13613	53745
2021	13618	53733
2022	13624	53722
2023	13629	53711
2024	13635	53701
2025	13641	53690
2026	13648	53683
2027	13655	53677
2028	13661	53668
2029	13667	53659
2030	13672	53648
2031	13679	53642
2032	13688	53641
2033	13694	53635
2034	13700	53624
2035	13706	53614
2036	13712	53603
2037	13717	53592
2038	13723	53580
2039	13728	53567
2040	13733	53554
2041	13738	53542
2042	13743	53529
2043	13749	53516
2044	13755	53507
2045	13760	53495
2046	13765	53482
2047	13771	53470
2048	13776	53460
2049	13783	53452
2050	13789	53442
2051	13795	53432
2052	13801	53422
2053	13806	53411
2054	13813	53405
2055	13819	53395
2056	13824	53383
2057	13830	53371
2058	13835	53360
2059	13841	53349
2060	13846	53337
2061	13851	53325
2062	13861	53328
2063	13867	53320
2064	13872	53306
2065	13877	53294
2066	13883	53284
2067	13888	53272
2068	13894	53261
2069	13899	53249
2070	13905	53237
2071	13910	53225
2072	13916	53215
2073	13921	53202
2074	13929	53199
2075	13937	53200
2076	13943	53189
2077	13949	53179
2078	13955	53168
2079	13960	53156
2080	13965	53145
2081	13971	53134
2082	14000	53211
2083	14010	53217
2084	14018	53216
2085	14027	53220
2086	14035	53216
2087	14042	53211
2088	14050	53207
2089	14057	53201
2090	14063	53192
2091	14069	53185
2092	14076	53178
2093	14082	53169
2094	14093	53178
2095	14102	53179
2096	14115	53195
2097	14122	53193
2098	14128	53182
2099	14139	53191
2100	14149	53195
2101	14154	53185
2102	14161	53177
2103	14168	53173
2104	14175	53167
2105	14181	53157
2106	14187	53147
2107	14193	53139
2108	14200	53132
2109	14207	53125
2110	14212	53114
2111	14218	53104
2112	14223	53092
2113	14229	53080
2114	14234	53068
2115	14240	53057
2116	14245	53046
2117	14250	53033
2118	14256	53021
2119	14262	53011
2120	14267	53001
2121	14273	52991
2122	14279	52980
2123	14284	52969
2124	14290	52959
2125	14296	52949
2126	14302	52939
2127	14308	52929
2128	14313	52918
2129	14318	52905
2130	14324	52894
2131	14330	52887
2132	14336	52875
2133	14346	52883
2134	14352	52871
2135	14357	52860
2136	14362	52847
2137	14368	52836
2138	14374	52825
2139	14379	52813
2140	14385	52803
2141	14391	52794
2142	14397	52784
2143	14403	52775
2144	14409	52767
2145	14414	52756
2146	14420	52745
2147	14426	52737
2148	14432	52726
2149	14438	52716
2150	14444	52708
2151	14450	52699
2152	14456	52689
2153	14466	52695
2154	14473	52690
2155	14479	52679
2156	14485	52670
2157	14491	52660
2158	14497	52651
2159	14504	52647
2160	14511	52641
2161	14517	52630
2162	14523	52620
2163	14528	52610
2164	14534	52598
2165	14540	52588
2166	14545	52577
2167	14550	52565
2168	14556	52555
2169	14561	52543
2170	14567	52533
2171	14572	52520
2172	14577	52508
2173	14582	52495
2174	14588	52483
2175	14593	52470
2176	14599	52461
2177	14604	52449
2178	14609	52439
2179	14616	52430
2180	14621	52419
2181	14626	52407
2182	14632	52396
2183	14637	52384
2184	14642	52372
2185	14648	52360
2186	14653	52349
2187	14659	52338
2188	14664	52327
2189	14670	52316
2190	14676	52307
2191	14681	52296
2192	14686	52284
2193	14692	52273
2194	14697	52260
2195	14702	52248
2196	14708	52238
2197	14713	52226
2198	14718	52214
2199	14723	52202
2200	14729	52191
2201	14735	52181
2202	14740	52171
2203	14746	52160
2204	14751	52148
2205	14757	52139
2206	14762	52128
2207	14767	52115
2208	14773	52104
2209	14778	52091
2210	14785	52086
2211	14790	52076
2212	14796	52065
2213	14801	52051
2214	14806	52040
2215	14813	52033
2216	14820	52028
2217	14827	52022
2218	14838	52029
2219	14845	52024
2220	14850	52014
2221	14855	52002
2222	14861	51990
2223	14866	51978
2224	14872	51969
2225	14877	51957
2226	14882	51946
2227	14888	51934
2228	14893	51924
2229	14899	51914
2230	14905	51903
2231	14910	51891
2232	14915	51880
2233	14920	51868
2234	14926	51859
2235	14932	51848
2236	14937	51835
2237	14942	51824
2238	14948	51816
2239	14956	51815
2240	14995	51917
2241	15003	51916
2242	15011	51914
2243	15019	51910
2244	15026	51906
2245	15033	51901
2246	15040	51893
2247	15047	51890
2248	15053	51881
2249	15059	51873
2250	15066	51866
2251	15074	51863
2252	15081	51857
2253	15087	51847
2254	15092	51837
2255	15099	51831
2256	15105	51822
2257	15111	51811
2258	15118	51805
2259	15124	51797
2260	15146	51842
2261	15152	51835
2262	15158	51824
2263	15163	51813
2264	15169	51804
2265	15175	51796
2266	15181	51785
2267	15187	51776
2268	15193	51766
2269	15201	51764
2270	15207	51755
2271	15213	51747
2272	15219	51737
2273	15224	51727
2274	15230	51717
2275	15236	51706
2276	15242	51697
2277	15247	51685
2278	15252	51674
2279	15264	51683
2280	15273	51687
2281	15279	51676
2282	15585	52680
2283	15594	52682
2284	15602	52679
2285	15610	52675
2286	15618	52672
2287	15625	52666
2288	15632	52660
2289	15638	52652
2290	15645	52647
2291	15652	52640
2292	15659	52633
2293	15665	52623
2294	15671	52613
2295	15677	52604
2296	15683	52594
2297	15688	52583
2298	15694	52573
2299	15700	52563
2300	15706	52552
2301	15712	52542
2302	15717	52530
2303	15722	52518
2304	15728	52508
2305	15735	52501
2306	15741	52492
2307	15747	52481
2308	15752	52470
2309	15759	52464
2310	15765	52455
2311	15772	52446
2312	15777	52436
2313	15784	52427
2314	15792	52424
2315	15803	52431
2316	15810	52426
2317	15815	52414
2318	15821	52404
2319	15827	52394
2320	15832	52382
2321	15837	52369
2322	15843	52357
2323	15848	52347
2324	15854	52336
2325	15859	52325
2326	15866	52316
2327	15871	52306
2328	15877	52294
2329	15882	52282
2330	15888	52272
2331	15894	52263
2332	15899	52252
2333	15905	52241
2334	15910	52229
2335	15916	52218
2336	15921	52206
2337	15927	52195
2338	15932	52182
2339	15937	52170
2340	15942	52159
2341	15948	52148
2342	15953	52136
2343	15958	52125
2344	15964	52114
2345	15995	52185
2346	16004	52185
2347	16012	52183
2348	16020	52180
2349	16027	52176
2350	16035	52170
2351	16041	52163
2352	16048	52156
2353	16055	52149
2354	16061	52140
2355	16067	52130
2356	16073	52120
2357	16080	52113
2358	16086	52104
2359	16092	52097
2360	16101	52097
2361	16107	52088
2362	16114	52079
2363	16121	52074
2364	16127	52065
2365	16133	52055
2366	16139	52046
2367	16145	52035
2368	16151	52027
2369	16157	52018
2370	16163	52008
2371	16169	51997
2372	16174	51986
2373	16180	51975
2374	16188	51973
2375	16194	51964
2376	16201	51957
2377	16207	51949
2378	16215	51946
2379	16224	51946
2380	16232	51941
2381	16237	51929
2382	16243	51919
2383	16248	51908
2384	16254	51899
2385	16260	51889
2386	16267	51881
2387	16273	51872
2388	16278	51861
2389	16285	51853
2390	16290	51841
2391	16296	51833
2392	16301	51820
2393	16306	51808
2394	16313	51799
2395	16319	51792
2396	16325	51782
2397	16330	51769
2398	16335	51757
2399	16341	51748
2400	16349	51745
2401	16358	51745
2402	16364	51735
2403	16369	51723
2404	16376	51715
2405	16383	51712
2406	16391	51706
2407	16397	51697
2408	16402	51686
2409	16408	51675
2410	16413	51665
2411	16420	51657
2412	16454	51737
2413	16465	51743
2414	16477	51752
2415	16491	51768
2416	16507	51791
2417	16516	51788
2418	16522	51781
2419	16529	51772
2420	16535	51764
2421	16544	51765
2422	16551	51758
2423	16557	51748
2424	16563	51738
2425	16568	51728
2426	16574	51718
2427	16580	51708
2428	16585	51697
2429	16592	51689
2430	16597	51678
2431	16603	51668
2432	16609	51657
2433	16614	51645
2434	16621	51638
2435	16627	51629
2436	16632	51618
2437	16638	51607
2438	16645	51602
2439	16651	51591
2440	16656	51579
2441	16662	51569
2442	16667	51557
2443	16672	51545
2444	16678	51534
2445	16686	51531
2446	16693	51525
2447	16701	51525
2448	16711	51527
2449	16718	51518
2450	16723	51508
2451	16730	51500
2452	16737	51494
2453	16742	51483
2454	16749	51477
2455	16755	51466
2456	16760	51456
2457	16766	51445
2458	16771	51433
2459	16777	51422
2460	16783	51413
2461	16789	51404
2462	16795	51395
2463	16801	51385
2464	16807	51378
2465	16814	51371
2466	16820	51360
2467	16825	51350
2468	16831	51340
2469	16839	51337
2470	16849	51338
2471	16857	51335
2472	16863	51326
2473	16869	51316
2474	16877	51314
2475	16885	51312
2476	16892	51304
2477	16898	51294
2478	16903	51284
2479	16909	51274
2480	16915	51265
2481	16922	51259
2482	16928	51250
2483	16938	51252
2484	16944	51243
2485	16951	51236
2486	16958	51230
2487	17005	51343
2488	17014	51342
2489	17022	51340
2490	17030	51338
2491	17038	51333
2492	17045	51328
2493	17052	51322
2494	17063	51328
2495	17070	51320
2496	17076	51312
2497	17084	51306
2498	17090	51298
2499	17098	51294
2500	17104	51286
2501	17111	51280
2502	17117	51271
2503	17123	51260
2504	17131	51257
2505	17140	51256
2506	17148	51252
2507	17158	51255
2508	17163	51245
2509	17170	51236
2510	17176	51228
2511	17182	51219
2512	17190	51216
2513	17202	51224
2514	17208	51216
2515	17214	51206
2516	17220	51196
2517	17226	51185
2518	17233	51179
2519	17239	51170
2520	17244	51160
2521	17250	51150
2522	17257	51141
2523	17265	51139
2524	17272	51132
2525	17280	51130
2526	17286	51120
2527	17291	51109
2528	17299	51105
2529	17309	51107
2530	17315	51098
2531	17321	51089
2532	17326	51077
2533	17332	51066
2534	17337	51055
2535	17343	51044
2536	17351	51041
2537	17356	51030
2538	17363	51025
2539	17370	51017
2540	17375	51006
2541	17381	50995
2542	17386	50984
2543	17392	50973
2544	17397	50961
2545	17402	50949
2546	17407	50938
2547	17414	50929
2548	17419	50920
2549	17425	50909
2550	17431	50900
2551	17436	50889
2552	17442	50878
2553	17448	50869
2554	17453	50858
2555	17459	50847
2556	17465	50838
2557	17471	50829
2558	17477	50819
2559	17484	50814
2560	17495	50819
2561	17502	50811
2562	17507	50800
2563	17513	50792
2564	17520	50785
2565	17528	50781
2566	17534	50773
2567	17539	50761
2568	17550	50764
2569	17556	50755
2570	17563	50750
2571	17569	50739
2572	17574	50730
2573	17581	50721
2574	17587	50713
2575	17596	50713
2576	17615	50741
2577	17622	50734
2578	17630	50731
2579	17637	50726
2580	17644	50718
2581	17651	50712
2582	17659	50708
2583	17665	50699
2584	17671	50691
2585	17677	50681
2586	17686	50681
2587	17700	50693
2588	17707	50687
2589	17714	50681
2590	17720	50671
2591	17725	50660
2592	17731	50649
2593	17736	50639
2594	17743	50632
2595	17749	50623
2596	17757	50618
2597	17763	50611
2598	17769	50602
2599	17775	50591
2600	17781	50581
2601	17786	50570
2602	17792	50560
2603	17797	50549
2604	17803	50540
2605	17809	50530
2606	17814	50520
2607	17820	50510
2608	17827	50504
2609	17833	50494
2610	17838	50483
2611	17845	50474
2612	17851	50465
2613	17856	50455
2614	17862	50444
2615	17867	50432
2616	17873	50422
2617	17878	50413
2618	17886	50408
2619	17891	50396
2620	17896	50384
2621	17901	50372
2622	17907	50362
2623	17912	50352
2624	17918	50342
2625	17924	50332
2626	17929	50320
2627	17939	50323
2628	17945	50314
2629	17952	50308
2630	17961	50306
2631	17994	50373
2632	18002	50370
2633	18012	50371
2634	18020	50367
2635	18028	50363
2636	18035	50358
2637	18041	50350
2638	18048	50343
2639	18055	50335
2640	18062	50328
2641	18068	50319
2642	18073	50309
2643	18079	50300
2644	18085	50290
2645	18091	50282
2646	18096	50270
2647	18102	50259
2648	18137	50331
2649	18147	50332
2650	18154	50328
2651	18163	50326
2652	18171	50323
2653	18179	50319
2654	18190	50323
2655	18198	50321
2656	18208	50320
2657	18214	50313
2658	18220	50304
2659	18227	50297
2660	18233	50287
2661	18239	50277
2662	18244	50266
2663	18249	50255
2664	18257	50249
2665	18262	50239
2666	18269	50233
2667	18277	50228
2668	18283	50219
2669	18288	50208
2670	18294	50198
2671	18300	50189
2672	18306	50179
2673	18312	50171
2674	18317	50159
2675	18323	50149
2676	18328	50139
2677	18334	50128
2678	18340	50118
2679	18345	50108
2680	18351	50099
2681	18357	50088
2682	18362	50078
2683	18369	50070
2684	18376	50063
2685	18381	50052
2686	18387	50043
2687	18394	50038
2688	18399	50026
2689	18405	50016
2690	18411	50006
2691	18416	49995
2692	18421	49984
2693	18426	49972
2694	18432	49961
2695	18437	49951
2696	18442	49939
2697	18447	49927
2698	18453	49918
2699	18459	49909
2700	18465	49900
2701	18471	49891
2702	18477	49881
2703	18483	49872
2704	18489	49864
2705	18500	49867
2706	18505	49857
2707	18511	49847
2708	18517	49836
2709	18522	49826
2710	18527	49815
2711	18533	49805
2712	18538	49794
2713	18544	49783
2714	18549	49772
2715	18555	49762
2716	18560	49751
2717	18565	49740
2718	18570	49728
2719	18575	49716
2720	18580	49705
2721	18585	49694
2722	18592	49687
2723	18598	49677
2724	18604	49668
2725	18610	49658
2726	18615	49648
2727	18620	49637
2728	18628	49632
2729	18633	49620
2730	18638	49609
2731	18643	49598
2732	18649	49587
2733	18654	49578
2734	18660	49567
2735	18665	49557
2736	18671	49548
2737	18678	49539
2738	18683	49529
2739	18689	49519
2740	18694	49508
2741	18699	49498
2742	18705	49488
2743	18711	49478
2744	18716	49467
2745	18722	49457
2746	18731	49458
2747	18737	49448
2748	18743	49440
2749	18757	49452
2750	18771	49464
2751	18782	49468
2752	18789	49460
2753	18798	49459
2754	18804	49450
2755	18809	49439
2756	18815	49429
2757	18820	49419
2758	18826	49410
2759	18832	49401
2760	18837	49390
2761	18843	49380
2762	18849	49372
2763	18855	49363
2764	18861	49352
2765	18866	49342
2766	18872	49333
2767	18878	49324
2768	18884	49314
2769	18889	49304
2770	18895	49293
2771	18901	49284
2772	18906	49274
2773	18912	49264
2774	18917	49253
2775	18922	49242
2776	18927	49231
2777	18934	49223
2778	18939	49213
2779	18945	49203
2780	18951	49193
2781	18957	49186
2782	19231	49871
2783	19242	49874
2784	19251	49873
2785	19259	49868
2786	19266	49862
2787	19273	49856
2788	19280	49850
2789	19287	49843
2790	19293	49834
2791	19300	49827
2792	19306	49818
2793	19312	49807
2794	19317	49797
2795	19323	49786
2796	19329	49777
2797	19335	49768
2798	19341	49760
2799	19348	49753
2800	19354	49744
2801	19359	49733
2802	19365	49723
2803	19371	49713
2804	19376	49702
2805	19382	49691
2806	19387	49681
2807	19393	49671
2808	19399	49661
2809	19404	49650
2810	19410	49640
2811	19416	49631
2812	19421	49621
2813	19431	49622
2814	19439	49617
2815	19445	49608
2816	19451	49598
2817	19457	49588
2818	19462	49576
2819	19467	49566
2820	19473	49556
2821	19479	49546
2822	19485	49537
2823	19491	49530
2824	19497	49519
2825	19502	49508
2826	19508	49498
2827	19513	49488
2828	19520	49480
2829	19526	49471
2830	19532	49461
2831	19537	49451
2832	19542	49440
2833	19548	49430
2834	19554	49419
2835	19559	49409
2836	19565	49399
2837	19570	49389
2838	19576	49378
2839	19582	49369
2840	19587	49358
2841	19594	49350
2842	19599	49339
2843	19605	49330
2844	19610	49320
2845	19616	49310
2846	19621	49299
2847	19628	49292
2848	19633	49281
2849	19639	49270
2850	19645	49262
2851	19651	49252
2852	19657	49244
2853	19663	49233
2854	19668	49223
2855	19674	49212
2856	19679	49202
2857	19685	49192
2858	19690	49181
2859	19695	49170
2860	19701	49159
2861	19706	49148
2862	19711	49137
2863	19716	49126
2864	19722	49116
2865	19728	49107
2866	19733	49095
2867	19738	49085
2868	19744	49074
2869	19749	49063
2870	19754	49053
2871	19760	49042
2872	19765	49031
2873	19771	49021
2874	19776	49011
2875	19781	49000
2876	19787	48990
2877	19792	48980
2878	19798	48970
2879	19803	48959
2880	19808	48948
2881	19814	48937
2882	19819	48927
2883	19825	48917
2884	19830	48907
2885	19836	48897
2886	19843	48889
2887	19849	48881
2888	19855	48871
2889	19862	48866
2890	19867	48855
2891	19873	48845
2892	19879	48837
2893	19885	48827
2894	19891	48817
2895	19897	48808
2896	19903	48799
2897	19907	48787
2898	19914	48778
2899	19919	48768
2900	19925	48758
2901	19931	48749
2902	19936	48739
2903	19941	48728
2904	19947	48717
2905	19952	48706
2906	19957	48695
2907	19962	48685
2908	19968	48674
2909	19973	48662
2910	19978	48651
2911	19986	48648
2912	19992	48639
2913	19998	48630
2914	20004	48621
2915	20010	48611
2916	20015	48601
2917	20022	48594
2918	20027	48583
2919	20033	48574
2920	20038	48563
2921	20044	48554
2922	20050	48544
2923	20061	48549
2924	20070	48545
2925	20075	48535
2926	20083	48530
2927	20088	48520
2928	20094	48510
2929	20099	48499
2930	20104	48489
2931	20110	48478
2932	20115	48468
2933	20120	48457
2934	20126	48447
2935	20131	48437
2936	20137	48426
2937	20142	48416
2938	20147	48405
2939	20153	48396
2940	20159	48386
2941	20165	48377
2942	20172	48371
2943	20179	48364
2944	20185	48355
2945	20202	48374
2946	20223	48400
2947	20230	48395
2948	20238	48389
2949	20246	48385
2950	20253	48379
2951	20260	48373
2952	20267	48366
2953	20274	48358
2954	20280	48351
2955	20287	48345
2956	20295	48340
2957	20302	48333
2958	20309	48326
2959	20315	48317
2960	20321	48309
2961	20327	48301
2962	20333	48291
2963	20340	48284
2964	20347	48277
2965	20354	48271
2966	20361	48264
2967	20368	48258
2968	20375	48252
2969	20383	48246
2970	20389	48238
2971	20395	48229
2972	20401	48221
2973	20408	48213
2974	20414	48206
2975	20421	48199
2976	20428	48192
2977	20434	48184
2978	20440	48175
2979	20448	48171
2980	20454	48161
2981	20461	48154
2982	20467	48145
2983	20474	48139
2984	20480	48130
2985	20486	48121
2986	20491	48111
2987	20497	48101
2988	20503	48093
2989	20509	48085
2990	20517	48079
2991	20523	48071
2992	20531	48067
2993	20538	48059
2994	20544	48051
2995	20550	48043
2996	20557	48035
2997	20563	48026
2998	20569	48017
2999	20575	48008
3000	20580	47998
3001	20587	47991
3002	20599	47996
3003	20607	47992
3004	20613	47983
3005	20620	47976
3006	20629	47975
3007	20635	47965
3008	20640	47955
3009	20646	47945
3010	20651	47935
3011	20659	47930
3012	20664	47919
3013	20670	47910
3014	20675	47900
3015	20681	47890
3016	20686	47880
3017	20692	47871
3018	20698	47861
3019	20704	47853
3020	20709	47842
3021	20718	47840
3022	20724	47831
3023	20733	47829
3024	20741	47825
3025	20747	47817
3026	20753	47807
3027	20759	47799
3028	20765	47789
3029	20771	47780
3030	20777	47771
3031	20782	47762
3032	20788	47752
3033	20793	47741
3034	20799	47731
3035	20804	47722
3036	20812	47717
3037	20819	47711
3038	20834	47721
3039	20841	47715
3040	20851	47717
3041	20857	47707
3042	20863	47698
3043	20869	47689
3044	20874	47679
3045	20880	47669
3046	20886	47661
3047	20892	47652
3048	20898	47643
3049	20908	47642
3050	20913	47633
3051	20921	47629
3052	20928	47622
3053	20934	47612
3054	20939	47603
3055	20945	47592
3056	20951	47583
3057	20956	47574
3058	20962	47565
3059	20968	47556
3060	20973	47545
3061	20979	47536
3062	20985	47527
3063	20990	47516
3064	20996	47506
3065	21001	47497
3066	21007	47487
3067	21014	47480
3068	21020	47471
3069	21027	47465
3070	21033	47457
3071	21039	47448
3072	21045	47439
3073	21050	47429
3074	21055	47418
3075	21062	47410
3076	21070	47406
3077	21075	47395
3078	21081	47386
3079	21087	47377
3080	21092	47368
3081	21098	47358
3082	21104	47348
3083	21109	47339
3084	21114	47328
3085	21120	47319
3086	21125	47308
3087	21131	47299
3088	21137	47291
3089	21143	47282
3090	21148	47271
3091	21154	47262
3092	21160	47252
3093	21165	47241
3094	21170	47232
3095	21176	47224
3096	21182	47213
3097	21218	47272
3098	21226	47269
3099	21235	47265
3100	21243	47260
3101	21250	47256
3102	21257	47248
3103	21264	47241
3104	21271	47235
3105	21277	47227
3106	21284	47219
3107	21289	47210
3108	21296	47203
3109	21303	47195
3110	21320	47212
3111	21326	47203
3112	21333	47197
3113	21340	47190
3114	21346	47181
3115	21352	47173
3116	21358	47163
3117	21366	47160
3118	21371	47149
3119	21377	47140
3120	21384	47133
3121	21396	47137
3122	21401	47128
3123	21406	47116
3124	21412	47108
3125	21418	47098
3126	21423	47087
3127	21430	47081
3128	21436	47071
3129	21441	47061
3130	21446	47050
3131	21451	47040
3132	21457	47031
3133	21463	47022
3134	21468	47011
3135	21474	47002
3136	21479	46992
3137	21484	46981
3138	21490	46972
3139	21496	46963
3140	21501	46952
3141	21507	46943
3142	21512	46934
3143	21518	46923
3144	21523	46913
3145	21528	46903
3146	21534	46895
3147	21548	46901
3148	21556	46899
3149	21562	46889
3150	21567	46880
3151	21573	46870
3152	21579	46861
3153	21584	46851
3154	21590	46841
3155	21595	46831
3156	21600	46821
3157	21606	46812
3158	21613	46804
3159	21618	46794
3160	21623	46784
3161	21630	46776
3162	21635	46766
3163	21655	46788
3164	21660	46778
3165	21666	46768
3166	21671	46758
3167	21677	46749
3168	21683	46740
3169	21690	46732
3170	21698	46728
3171	21705	46723
3172	21711	46714
3173	21716	46704
3174	21722	46695
3175	21728	46687
3176	21734	46678
3177	21740	46669
3178	21746	46659
3179	21752	46652
3180	21759	46644
3181	21764	46634
3182	21771	46627
3183	21777	46618
3184	21782	46608
3185	21788	46599
3186	21794	46590
3187	21799	46580
3188	21806	46574
3189	21812	46565
3190	21818	46556
3191	21824	46548
3192	21830	46540
3193	21837	46532
3194	21843	46523
3195	21849	46514
3196	21855	46506
3197	21861	46498
3198	21867	46489
3199	21873	46480
3200	21879	46472
3201	21885	46464
3202	21891	46455
3203	21898	46448
3204	21903	46439
3205	21909	46430
3206	21916	46422
3207	21922	46415
3208	21929	46407
3209	21934	46397
3210	21941	46390
3211	21947	46381
3212	21953	46372
3213	21959	46364
3214	21964	46355
3215	21970	46344
3216	21975	46334
3217	21980	46324
3218	21985	46314
3219	21990	46303
3220	21996	46294
3221	22002	46285
3222	22009	46280
3223	22016	46273
