iter	Passed	Remaining
3224	22022	46264
3225	22028	46255
3226	22033	46245
3227	22039	46236
3228	22045	46227
3229	22050	46216
3230	22056	46208
3231	22062	46199
3232	22067	46189
3233	22073	46180
3234	22078	46171
3235	22084	46161
3236	22089	46151
3237	22095	46142
3238	22100	46132
3239	22106	46124
3240	22112	46114
3241	22117	46104
3242	22122	46093
3243	22127	46083
3244	22132	46073
3245	22138	46064
3246	22144	46055
3247	22150	46047
3248	22156	46038
3249	22162	46029
3250	22168	46020
3251	22173	46011
3252	22179	46002
3253	22228	46082
3254	22237	46081
3255	22247	46080
3256	22255	46076
3257	22264	46074
3258	22271	46067
3259	22278	46060
3260	22285	46054
3261	22292	46046
3262	22298	46038
3263	22303	46029
3264	22310	46020
3265	22316	46013
3266	22321	46003
3267	22327	45994
3268	22333	45985
3269	22339	45976
3270	22344	45967
3271	22351	45959
3272	22356	45950
3273	22363	45941
3274	22369	45934
3275	22381	45938
3276	22388	45931
3277	22393	45921
3278	22399	45911
3279	22404	45902
3280	22409	45891
3281	22415	45882
3282	22420	45872
3283	22427	45865
3284	22432	45856
3285	22438	45846
3286	22443	45836
3287	22449	45827
3288	22454	45816
3289	22460	45809
3290	22471	45810
3291	22481	45810
3292	22488	45803
3293	22496	45798
3294	22503	45792
3295	22509	45784
3296	22515	45775
3297	22521	45766
3298	22526	45757
3299	22532	45748
3300	22537	45737
3301	22543	45728
3302	22548	45718
3303	22557	45716
3304	22569	45719
3305	22579	45718
3306	22590	45720
3307	22596	45711
3308	22601	45701
3309	22607	45692
3310	22613	45683
3311	22619	45675
3312	22625	45667
3313	22631	45659
3314	22637	45649
3315	22643	45641
3316	22648	45631
3317	22654	45622
3318	22659	45612
3319	22665	45603
3320	22670	45593
3321	22675	45583
3322	22684	45580
3323	22692	45575
3324	22698	45566
3325	22707	45565
3326	22714	45558
3327	22720	45549
3328	22725	45540
3329	22731	45531
3330	22738	45524
3331	22744	45515
3332	22750	45507
3333	22755	45497
3334	22762	45490
3335	22767	45480
3336	22774	45473
3337	22780	45465
3338	22786	45457
3339	22792	45448
3340	22798	45439
3341	22803	45430
3342	22809	45421
3343	22815	45413
3344	22822	45405
3345	22827	45395
3346	22833	45386
3347	22839	45378
3348	22845	45370
3349	22852	45363
3350	22858	45354
3351	22863	45344
3352	22868	45335
3353	22874	45325
3354	22879	45316
3355	22885	45306
3356	22891	45298
3357	22897	45290
3358	22903	45281
3359	22908	45272
3360	22915	45264
3361	22922	45259
3362	22931	45256
3363	22937	45248
3364	22945	45243
3365	22952	45237
3366	22958	45227
3367	22964	45219
3368	22969	45210
3369	22975	45200
3370	22981	45191
3371	22987	45183
3372	22992	45173
3373	22997	45163
3374	23003	45154
3375	23008	45144
3376	23014	45136
3377	23021	45129
3378	23027	45120
3379	23032	45111
3380	23038	45102
3381	23044	45094
3382	23050	45084
3383	23057	45078
3384	23063	45070
3385	23068	45059
3386	23073	45050
3387	23079	45041
3388	23084	45031
3389	23090	45022
3390	23095	45013
3391	23101	45003
3392	23107	44996
3393	23113	44987
3394	23121	44982
3395	23127	44974
3396	23134	44968
3397	23140	44960
3398	23146	44951
3399	23151	44940
3400	23157	44932
3401	23167	44932
3402	23173	44924
3403	23179	44914
3404	23184	44904
3405	23189	44893
3406	23194	44884
3407	23235	44944
3408	23244	44940
3409	23252	44936
3410	23260	44932
3411	23276	44942
3412	23283	44936
3413	23289	44928
3414	23296	44921
3415	23303	44914
3416	23309	44905
3417	23314	44896
3418	23320	44887
3419	23326	44879
3420	23331	44869
3421	23337	44860
3422	23342	44851
3423	23348	44842
3424	23354	44833
3425	23360	44824
3426	23366	44816
3427	23371	44806
3428	23376	44796
3429	23382	44787
3430	23387	44777
3431	23392	44768
3432	23398	44758
3433	23403	44749
3434	23409	44740
3435	23415	44731
3436	23421	44723
3437	23427	44714
3438	23434	44708
3439	23440	44699
3440	23449	44698
3441	23462	44702
3442	23473	44703
3443	23480	44698
3444	23487	44690
3445	23492	44681
3446	23498	44671
3447	23503	44662
3448	23508	44652
3449	23514	44642
3450	23519	44633
3451	23524	44623
3452	23530	44615
3453	23536	44606
3454	23542	44597
3455	23547	44588
3456	23553	44580
3457	23559	44570
3458	23564	44561
3459	23570	44551
3460	23575	44542
3461	23581	44533
3462	23587	44524
3463	23592	44515
3464	23598	44506
3465	23603	44496
3466	23609	44487
3467	23614	44478
3468	23619	44467
3469	23625	44459
3470	23631	44450
3471	23636	44440
3472	23641	44430
3473	23647	44422
3474	23652	44412
3475	23659	44404
3476	23664	44396
3477	23670	44387
3478	23676	44378
3479	23682	44370
3480	23688	44362
3481	23697	44359
3482	23706	44357
3483	23712	44348
3484	23718	44340
3485	23724	44331
3486	23730	44323
3487	23736	44315
3488	23742	44306
3489	23747	44297
3490	23753	44288
3491	23759	44280
3492	23768	44276
3493	23775	44270
3494	23782	44265
3495	23788	44256
3496	23795	44249
3497	23800	44240
3498	23806	44232
3499	23812	44223
3500	23817	44213
3501	23823	44205
3502	23830	44198
3503	23836	44190
3504	23842	44180
3505	23847	44172
3506	23853	44163
3507	23858	44153
3508	23864	44145
3509	23871	44138
3510	23877	44129
3511	23883	44121
3512	23888	44112
3513	23894	44103
3514	23900	44094
3515	23905	44085
3516	23911	44076
3517	23916	44067
3518	23922	44057
3519	23927	44048
3520	23935	44043
3521	23940	44034
3522	23948	44028
3523	23953	44018
3524	23958	44009
3525	23963	43998
3526	23968	43988
3527	23973	43979
3528	23979	43970
3529	23984	43960
3530	23990	43951
3531	23997	43945
3532	24002	43936
3533	24008	43926
3534	24013	43917
3535	24018	43907
3536	24024	43898
3537	24029	43889
3538	24036	43882
3539	24048	43885
3540	24054	43876
3541	24059	43866
3542	24065	43858
3543	24070	43849
3544	24076	43840
3545	24082	43832
3546	24087	43822
3547	24093	43813
3548	24098	43804
3549	24103	43794
3550	24109	43785
3551	24115	43777
3552	24120	43767
3553	24126	43759
3554	24131	43749
3555	24136	43739
3556	24142	43730
3557	24147	43721
3558	24153	43712
3559	24159	43704
3560	24164	43694
3561	24170	43686
3562	24176	43677
3563	24181	43668
3564	24187	43659
3565	24192	43649
3566	24198	43640
3567	24238	43695
3568	24247	43691
3569	24256	43689
3570	24264	43683
3571	24271	43678
3572	24278	43672
3573	24285	43665
3574	24292	43658
3575	24298	43650
3576	24304	43642
3577	24310	43633
3578	24316	43626
3579	24322	43617
3580	24328	43609
3581	24335	43602
3582	24341	43593
3583	24346	43585
3584	24352	43575
3585	24358	43567
3586	24363	43558
3587	24369	43549
3588	24375	43540
3589	24380	43531
3590	24385	43521
3591	24390	43512
3592	24396	43503
3593	24402	43495
3594	24407	43485
3595	24413	43476
3596	24418	43467
3597	24423	43457
3598	24429	43449
3599	24435	43441
3600	24442	43434
3601	24447	43424
3602	24453	43416
3603	24458	43406
3604	24464	43397
3605	24469	43388
3606	24474	43378
3607	24479	43368
3608	24484	43359
3609	24490	43349
3610	24495	43340
3611	24501	43332
3612	24506	43323
3613	24512	43313
3614	24517	43304
3615	24523	43295
3616	24528	43285
3617	24533	43275
3618	24538	43265
3619	24543	43255
3620	24548	43246
3621	24554	43237
3622	24560	43229
3623	24566	43221
3624	24572	43213
3625	24578	43205
3626	24583	43195
3627	24589	43186
3628	24594	43178
3629	24600	43168
3630	24605	43160
3631	24611	43151
3632	24616	43142
3633	24621	43132
3634	24627	43122
3635	24632	43114
3636	24640	43108
3637	24645	43099
3638	24651	43090
3639	24659	43087
3640	24665	43078
3641	24673	43073
3642	24679	43065
3643	24684	43056
3644	24690	43047
3645	24696	43039
3646	24703	43032
3647	24708	43023
3648	24714	43014
3649	24719	43005
3650	24724	42996
3651	24730	42986
3652	24735	42978
3653	24741	42968
3654	24747	42960
3655	24752	42951
3656	24758	42943
3657	24764	42935
3658	24770	42926
3659	24777	42919
3660	24782	42910
3661	24789	42904
3662	24794	42895
3663	24800	42886
3664	24805	42877
3665	24811	42868
3666	24817	42859
3667	24822	42850
3668	24829	42844
3669	24835	42836
3670	24843	42831
3671	24850	42824
3672	24856	42817
3673	24862	42809
3674	24867	42799
3675	24873	42790
3676	24878	42780
3677	24883	42772
3678	24889	42762
3679	24894	42752
3680	24899	42743
3681	24904	42734
3682	24910	42725
3683	24915	42716
3684	24921	42707
3685	24926	42698
3686	24932	42689
3687	24937	42681
3688	24943	42671
3689	24948	42662
3690	24953	42652
3691	24958	42643
3692	24964	42634
3693	24970	42626
3694	24975	42617
3695	24985	42616
3696	24991	42608
3697	24997	42599
3698	25002	42590
3699	25008	42582
3700	25014	42573
3701	25019	42564
3702	25026	42557
3703	25032	42549
3704	25038	42541
3705	25043	42532
3706	25049	42524
3707	25055	42515
3708	25061	42507
3709	25066	42497
3710	25072	42489
3711	25077	42480
3712	25083	42471
3713	25088	42463
3714	25094	42454
3715	25099	42445
3716	25105	42436
3717	25110	42427
3718	25115	42417
3719	25121	42409
3720	25126	42399
3721	25131	42390
3722	25136	42380
3723	25142	42372
3724	25148	42363
3725	25154	42355
3726	25159	42346
3727	25164	42337
3728	25170	42329
3729	25175	42319
3730	25181	42310
3731	25187	42302
3732	25192	42293
3733	25203	42294
3734	25238	42335
3735	25260	42352
3736	25269	42349
3737	25281	42353
3738	25294	42356
3739	25301	42349
3740	25308	42342
3741	25314	42335
3742	25322	42329
3743	25328	42322
3744	25335	42315
3745	25341	42307
3746	25347	42299
3747	25353	42292
3748	25360	42285
3749	25368	42281
3750	25375	42274
3751	25380	42265
3752	25386	42256
3753	25392	42248
3754	25398	42240
3755	25403	42231
3756	25409	42222
3757	25415	42214
3758	25424	42211
3759	25430	42202
3760	25435	42194
3761	25441	42185
3762	25446	42176
3763	25452	42168
3764	25457	42159
3765	25463	42150
3766	25469	42143
3767	25475	42135
3768	25482	42127
3769	25490	42122
3770	25498	42119
3771	25504	42111
3772	25509	42101
3773	25522	42103
3774	25527	42095
3775	25534	42088
3776	25539	42079
3777	25545	42070
3778	25550	42061
3779	25556	42053
3780	25562	42044
3781	25567	42035
3782	25573	42026
3783	25578	42018
3784	25585	42010
3785	25590	42001
3786	25595	41992
3787	25601	41983
3788	25607	41975
3789	25612	41967
3790	25618	41957
3791	25623	41949
3792	25629	41940
3793	25635	41932
3794	25641	41924
3795	25646	41916
3796	25652	41906
3797	25657	41897
3798	25662	41888
3799	25668	41879
3800	25674	41871
3801	25680	41863
3802	25685	41854
3803	25691	41845
3804	25696	41836
3805	25704	41832
3806	25716	41834
3807	25722	41826
3808	25727	41817
3809	25733	41808
3810	25739	41799
3811	25744	41791
3812	25750	41782
3813	25756	41774
3814	25761	41765
3815	25766	41756
3816	25772	41747
3817	25777	41738
3818	25782	41729
3819	25788	41720
3820	25794	41713
3821	25800	41704
3822	25806	41696
3823	25811	41687
3824	25817	41678
3825	25822	41670
3826	25829	41662
3827	25836	41656
3828	25841	41648
3829	25847	41639
3830	25853	41631
3831	25859	41623
3832	25865	41616
3833	25872	41609
3834	25884	41611
3835	25891	41605
3836	25896	41595
3837	25902	41586
3838	25907	41577
3839	25912	41568
3840	25918	41560
3841	25923	41551
3842	25929	41541
3843	25934	41533
3844	25939	41523
3845	25944	41514
3846	25951	41508
3847	25958	41500
3848	25963	41491
3849	25973	41490
3850	25987	41494
3851	25998	41494
3852	26003	41485
3853	26009	41477
3854	26015	41469
3855	26020	41460
3856	26026	41451
3857	26033	41445
3858	26040	41439
3859	26051	41439
3860	26057	41431
3861	26062	41422
3862	26068	41413
3863	26074	41405
3864	26080	41397
3865	26086	41389
3866	26093	41383
3867	26100	41377
3868	26105	41367
3869	26110	41358
3870	26116	41350
3871	26122	41341
3872	26127	41333
3873	26133	41325
3874	26138	41316
3875	26144	41308
3876	26150	41299
3877	26155	41290
3878	26160	41281
3879	26166	41272
3880	26170	41262
3881	26176	41253
3882	26181	41244
3883	26186	41234
3884	26191	41225
3885	26196	41216
3886	26423	41556
3887	26435	41557
3888	26444	41553
3889	26453	41550
3890	26461	41544
3891	26469	41540
3892	26481	41542
3893	26487	41534
3894	26494	41526
3895	26500	41518
3896	26506	41511
3897	26513	41504
3898	26519	41496
3899	26525	41488
3900	26537	41489
3901	26543	41481
3902	26549	41473
3903	26554	41464
3904	26559	41454
3905	26565	41446
3906	26571	41438
3907	26577	41429
3908	26587	41428
3909	26600	41431
3910	26608	41426
3911	26614	41417
3912	26619	41409
3913	26625	41401
3914	26632	41393
3915	26637	41385
3916	26642	41375
3917	26648	41366
3918	26655	41360
3919	26661	41352
3920	26667	41344
3921	26674	41338
3922	26680	41329
3923	26686	41321
3924	26697	41322
3925	26705	41317
3926	26712	41310
3927	26717	41301
3928	26724	41293
3929	26729	41283
3930	26735	41275
3931	26740	41267
3932	26746	41258
3933	26753	41251
3934	26758	41243
3935	26764	41235
3936	26769	41225
3937	26775	41217
3938	26781	41209
3939	26787	41201
3940	26792	41192
3941	26798	41183
3942	26804	41174
3943	26811	41168
3944	26816	41160
3945	26822	41151
3946	26828	41143
3947	26834	41134
3948	26839	41125
3949	26844	41116
3950	26849	41107
3951	26855	41099
3952	26860	41089
3953	26866	41080
3954	26871	41071
3955	26878	41065
3956	26889	41065
3957	26899	41062
3958	26905	41054
3959	26911	41046
3960	26917	41038
3961	26923	41031
3962	26930	41023
3963	26935	41015
3964	26941	41007
3965	26947	40998
3966	26953	40990
3967	26959	40982
3968	26965	40974
3969	26971	40966
3970	26976	40958
3971	26982	40949
3972	26990	40944
3973	26995	40935
3974	27001	40926
3975	27006	40917
3976	27013	40910
3977	27019	40902
3978	27024	40893
3979	27030	40884
3980	27035	40875
3981	27040	40866
3982	27046	40857
3983	27051	40849
3984	27057	40840
3985	27062	40831
3986	27068	40823
3987	27074	40815
3988	27080	40806
3989	27085	40797
3990	27091	40790
3991	27097	40781
3992	27102	40773
3993	27108	40764
3994	27114	40756
3995	27119	40747
3996	27125	40739
3997	27130	40730
3998	27136	40722
3999	27141	40712
4000	27147	40703
4001	27152	40695
4002	27158	40686
4003	27163	40677
4004	27168	40668
4005	27174	40660
4006	27180	40651
4007	27185	40642
4008	27191	40634
4009	27196	40625
4010	27201	40616
4011	27207	40607
4012	27213	40599
4013	27219	40591
4014	27224	40582
4015	27230	40573
4016	27235	40565
4017	27241	40557
4018	27247	40548
4019	27253	40540
4020	27258	40532
4021	27264	40524
4022	27270	40515
4023	27275	40507
4024	27281	40498
4025	27286	40489
4026	27292	40480
4027	27297	40472
4028	27302	40462
4029	27308	40453
4030	27314	40446
4031	27320	40438
4032	27325	40429
4033	27330	40420
4034	27335	40411
4035	27341	40402
4036	27346	40393
4037	27352	40384
4038	27357	40375
4039	27362	40366
4040	27368	40358
4041	27373	40349
4042	27379	40341
4043	27425	40392
4044	27434	40388
4045	27443	40385
4046	27451	40380
4047	27459	40374
4048	27466	40368
4049	27473	40362
4050	27480	40355
4051	27486	40348
4052	27493	40340
4053	27499	40333
4054	27506	40326
4055	27512	40319
4056	27519	40312
4057	27525	40304
4058	27533	40299
4059	27540	40292
4060	27546	40285
4061	27554	40280
4062	27565	40279
4063	27571	40271
4064	27577	40263
4065	27584	40257
4066	27590	40250
4067	27601	40248
4068	27607	40240
4069	27614	40234
4070	27625	40233
4071	27631	40225
4072	27638	40218
4073	27643	40210
4074	27649	40201
4075	27654	40192
4076	27659	40183
4077	27665	40174
4078	27671	40167
4079	27677	40159
4080	27682	40150
4081	27688	40142
4082	27693	40133
4083	27699	40124
4084	27705	40116
4085	27710	40108
4086	27716	40099
4087	27721	40090
4088	27727	40082
4089	27732	40073
4090	27738	40065
4091	27744	40056
4092	27750	40048
4093	27761	40048
4094	27768	40042
4095	27774	40035
4096	27781	40027
4097	27787	40019
4098	27793	40012
4099	27799	40004
4100	27805	39995
4101	27811	39988
4102	27817	39979
4103	27823	39971
4104	27828	39963
4105	27834	39955
4106	27841	39948
4107	27846	39939
4108	27852	39931
4109	27857	39922
4110	27863	39914
4111	27869	39906
4112	27875	39898
4113	27880	39889
4114	27887	39882
4115	27895	39878
4116	27902	39871
4117	27908	39863
4118	27914	39855
4119	27920	39848
4120	27926	39839
4121	27931	39830
4122	27937	39822
4123	27943	39814
4124	27948	39805
4125	27954	39798
4126	27960	39789
4127	27965	39780
4128	27971	39772
4129	27977	39764
4130	27983	39756
4131	27988	39747
4132	27993	39738
4133	27998	39729
4134	28004	39720
4135	28009	39711
4136	28014	39703
4137	28020	39694
4138	28026	39686
4139	28032	39678
4140	28037	39669
4141	28042	39660
4142	28049	39653
4143	28054	39645
4144	28060	39636
4145	28066	39628
4146	28072	39620
4147	28078	39613
4148	28084	39605
4149	28090	39596
4150	28095	39588
4151	28101	39579
4152	28106	39571
4153	28112	39563
4154	28118	39555
4155	28123	39546
4156	28130	39539
4157	28135	39530
4158	28141	39522
4159	28146	39513
4160	28151	39504
4161	28157	39496
4162	28163	39488
4163	28169	39480
4164	28174	39471
4165	28180	39463
4166	28186	39455
4167	28192	39448
4168	28198	39440
4169	28204	39432
4170	28210	39424
4171	28217	39418
4172	28223	39409
4173	28231	39405
4174	28244	39407
4175	28253	39403
4176	28265	39404
4177	28273	39398
4178	28284	39397
4179	28294	39395
4180	28300	39387
4181	28310	39385
4182	28316	39377
4183	28322	39369
4184	28328	39361
4185	28334	39353
4186	28339	39345
4187	28345	39336
4188	28351	39328
4189	28357	39321
4190	28362	39312
4191	28368	39304
4192	28375	39297
4193	28380	39288
4194	28396	39295
4195	28426	39320
4196	28435	39315
4197	28443	39311
4198	28453	39308
4199	28460	39302
4200	28467	39296
4201	28473	39288
4202	28481	39283
4203	28491	39280
4204	28498	39274
4205	28505	39267
4206	28514	39264
4207	28521	39257
4208	28527	39250
4209	28533	39242
4210	28540	39234
4211	28545	39227
4212	28551	39218
4213	28557	39210
4214	28563	39202
4215	28569	39194
4216	28575	39186
4217	28580	39178
4218	28586	39170
4219	28592	39162
4220	28598	39153
4221	28603	39144
4222	28608	39135
4223	28613	39126
4224	28619	39118
4225	28625	39111
4226	28631	39103
4227	28637	39095
4228	28642	39086
4229	28648	39078
4230	28653	39069
4231	28661	39063
4232	28666	39055
4233	28672	39047
4234	28677	39038
4235	28682	39029
4236	28688	39021
4237	28694	39012
4238	28699	39004
4239	28705	38995
4240	28710	38987
4241	28716	38978
4242	28721	38970
4243	28727	38962
4244	28733	38953
4245	28738	38945
4246	28744	38936
4247	28750	38929
4248	28755	38920
4249	28761	38912
4250	28766	38903
4251	28772	38895
4252	28777	38887
4253	28783	38878
4254	28790	38872
4255	28796	38864
4256	28801	38855
4257	28807	38847
4258	28813	38839
4259	28819	38831
4260	28824	38823
4261	28830	38815
4262	28840	38813
4263	28846	38804
4264	28851	38796
4265	28859	38790
4266	28865	38782
4267	28870	38774
4268	28876	38765
4269	28881	38757
4270	28888	38749
4271	28893	38741
4272	28898	38732
4273	28904	38724
4274	28909	38715
4275	28916	38708
4276	28921	38700
4277	28927	38692
4278	28933	38683
4279	28938	38675
4280	28944	38666
4281	28949	38658
4282	28955	38649
4283	28960	38641
4284	28968	38636
4285	28974	38628
4286	28981	38621
4287	28987	38613
4288	28993	38605
4289	28999	38598
4290	29005	38590
4291	29010	38581
4292	29015	38573
4293	29022	38566
4294	29028	38557
4295	29033	38549
4296	29038	38540
4297	29044	38531
4298	29050	38524
4299	29056	38516
4300	29063	38509
4301	29069	38501
4302	29075	38495
4303	29080	38486
4304	29086	38478
4305	29093	38471
4306	29099	38463
4307	29104	38455
4308	29111	38448
4309	29119	38443
4310	29125	38435
4311	29131	38427
4312	29136	38418
4313	29142	38410
4314	29148	38402
4315	29153	38394
4316	29160	38387
4317	29168	38382
4318	29179	38381
4319	29184	38372
4320	29194	38369
4321	29199	38360
4322	29204	38351
4323	29209	38342
4324	29215	38334
4325	29221	38327
4326	29228	38319
4327	29234	38313
4328	29246	38313
4329	29252	38304
4330	29258	38297
4331	29264	38289
4332	29269	38280
4333	29274	38271
4334	29279	38262
4335	29284	38253
4336	29290	38245
4337	29295	38236
4338	29300	38228
4339	29306	38219
4340	29311	38211
4341	29317	38203
4342	29322	38194
4343	29327	38185
4344	29332	38176
4345	29337	38167
4346	29343	38159
4347	29348	38150
4348	29354	38142
4349	29360	38134
4350	29365	38125
4351	29371	38117
4352	29379	38113
4353	29462	38204
4354	29472	38202
4355	29481	38198
4356	29489	38193
4357	29496	38186
4358	29503	38180
4359	29511	38175
4360	29528	38181
4361	29646	38318
4362	29655	38314
4363	29665	38312
4364	29675	38309
4365	29683	38304
4366	29691	38299
4367	29698	38292
4368	29705	38286
4369	29712	38279
4370	29719	38272
4371	29725	38265
4372	29731	38257
4373	29737	38249
4374	29743	38241
4375	29749	38234
4376	29755	38226
4377	29762	38219
4378	29770	38213
4379	29778	38208
4380	29784	38201
4381	29791	38194
4382	29797	38187
4383	29803	38178
4384	29808	38170
4385	29814	38162
4386	29819	38153
4387	29825	38145
4388	29831	38137
4389	29836	38128
4390	29842	38120
4391	29848	38111
4392	29853	38103
4393	29862	38099
4394	29868	38091
4395	29877	38087
4396	29886	38083
4397	29891	38075
4398	29897	38067
4399	29903	38058
4400	29909	38050
4401	29914	38042
4402	29920	38034
4403	29926	38026
4404	29932	38018
4405	29941	38014
4406	29947	38006
4407	29952	37997
4408	29957	37989
4409	29966	37984
4410	29971	37975
4411	29976	37966
4412	29982	37958
4413	29987	37950
4414	29992	37941
4415	30000	37935
4416	30013	37936
4417	30019	37928
4418	30024	37919
4419	30030	37911
4420	30035	37903
4421	30041	37894
4422	30047	37887
4423	30053	37879
4424	30060	37873
4425	30067	37865
4426	30072	37857
4427	30078	37849
4428	30084	37841
4429	30090	37834
4430	30096	37826
4431	30103	37820
4432	30109	37812
4433	30115	37803
4434	30120	37794
4435	30125	37786
4436	30131	37777
4437	30136	37768
4438	30142	37761
4439	30148	37752
4440	30153	37744
4441	30162	37740
4442	30167	37731
4443	30173	37723
4444	30178	37715
4445	30184	37706
4446	30189	37698
4447	30195	37689
4448	30200	37680
4449	30205	37672
4450	30211	37664
4451	30217	37655
4452	30222	37647
4453	30229	37641
4454	30236	37634
4455	30242	37626
4456	30247	37618
4457	30253	37609
4458	30259	37601
4459	30265	37593
4460	30274	37590
4461	30280	37582
4462	30287	37575
4463	30295	37570
4464	30300	37562
4465	30306	37553
4466	30311	37545
4467	30317	37537
4468	30322	37528
4469	30328	37520
4470	30333	37512
4471	30339	37503
4472	30345	37496
4473	30351	37487
4474	30357	37479
4475	30362	37471
4476	30368	37463
4477	30373	37454
4478	30379	37446
4479	30384	37438
4480	30390	37429
4481	30395	37421
4482	30402	37414
4483	30415	37415
4484	30428	37417
4485	30474	37457
4486	30484	37454
4487	30492	37449
4488	30500	37444
4489	30508	37439
4490	30516	37433
4491	30523	37427
4492	30531	37422
4493	30538	37415
4494	30545	37408
4495	30552	37401
4496	30559	37395
4497	30565	37387
4498	30571	37380
4499	30577	37371
4500	30583	37364
4501	30589	37356
4502	30596	37350
4503	30602	37342
4504	30608	37334
4505	30613	37326
4506	30619	37318
4507	30625	37309
4508	30630	37301
4509	30636	37293
4510	30642	37285
4511	30647	37276
4512	30652	37268
4513	30659	37261
4514	30664	37252
4515	30671	37246
4516	30677	37237
4517	30683	37229
4518	30688	37221
4519	30694	37213
4520	30699	37205
4521	30707	37199
4522	30714	37193
4523	30720	37185
4524	30725	37176
4525	30738	37176
4526	30744	37168
4527	30749	37160
4528	30756	37153
4529	30762	37146
4530	30768	37138
4531	30774	37130
4532	30780	37122
4533	30785	37114
4534	30791	37105
4535	30796	37097
4536	30802	37089
4537	30808	37081
4538	30813	37072
4539	30819	37064
4540	30824	37056
4541	30831	37049
4542	30836	37040
4543	30843	37033
4544	30849	37026
4545	30854	37017
4546	30861	37010
4547	30868	37004
4548	30875	36997
4549	30880	36988
4550	30885	36979
4551	30891	36971
4552	30895	36962
4553	30901	36954
4554	30907	36946
4555	30913	36938
4556	30918	36930
4557	30923	36921
4558	30929	36913
4559	30935	36905
4560	30941	36897
4561	30946	36889
4562	30951	36880
4563	30957	36872
4564	30962	36863
4565	30967	36854
4566	30973	36846
4567	30978	36838
4568	30984	36830
4569	30990	36822
4570	30995	36813
4571	31001	36805
4572	31007	36798
4573	31012	36789
4574	31017	36780
4575	31023	36772
4576	31028	36763
4577	31033	36755
4578	31039	36747
4579	31044	36738
4580	31050	36730
4581	31055	36721
4582	31061	36714
4583	31067	36705
4584	31077	36702
4585	31084	36697
4586	31090	36689
4587	31095	36680
4588	31101	36672
4589	31107	36664
4590	31113	36657
4591	31118	36648
4592	31124	36640
4593	31129	36631
4594	31135	36624
4595	31141	36616
4596	31146	36607
4597	31152	36599
4598	31157	36591
4599	31163	36583
4600	31168	36574
4601	31173	36565
4602	31179	36558
4603	31186	36550
4604	31192	36543
4605	31199	36537
4606	31205	36529
4607	31211	36522
4608	31217	36514
4609	31222	36505
4610	31228	36497
4611	31233	36489
4612	31239	36481
4613	31245	36473
4614	31251	36465
4615	31279	36483
4616	31288	36479
4617	31296	36474
4618	31304	36468
4619	31312	36464
4620	31319	36457
4621	31328	36452
4622	31338	36450
4623	31351	36450
4624	31358	36443
4625	31364	36436
4626	31371	36429
4627	31376	36421
4628	31383	36413
4629	31388	36405
4630	31395	36398
4631	31402	36391
4632	31408	36384
4633	31414	36376
4634	31420	36369
4635	31426	36361
4636	31442	36365
4637	31494	36410
4638	31502	36405
4639	31510	36400
4640	31518	36394
4641	31527	36390
4642	31535	36385
4643	31543	36379
4644	31550	36373
4645	31556	36365
4646	31565	36360
4647	31574	36356
4648	31585	36354
4649	31591	36347
4650	31598	36340
4651	31604	36332
4652	31610	36325
4653	31617	36318
4654	31622	36309
4655	31628	36301
4656	31634	36294
4657	31640	36286
4658	31646	36278
4659	31652	36271
4660	31658	36263
4661	31663	36254
4662	31669	36246
4663	31674	36238
4664	31679	36229
4665	31685	36222
4666	31691	36214
4667	31697	36206
4668	31706	36202
4669	31714	36196
4670	31723	36192
4671	31729	36184
4672	31735	36176
4673	31741	36168
4674	31746	36160
4675	31752	36152
4676	31758	36145
4677	31767	36140
4678	31773	36133
4679	31779	36125
4680	31786	36118
4681	31793	36112
4682	31798	36103
4683	31805	36097
4684	31811	36089
4685	31816	36080
4686	31822	36072
4687	31828	36064
4688	31834	36057
4689	31840	36049
4690	31846	36041
4691	31852	36034
4692	31859	36027
4693	31864	36019
4694	31871	36012
4695	31877	36004
4696	31883	35996
4697	31888	35988
4698	31894	35980
4699	31899	35971
4700	31905	35964
4701	31911	35956
4702	31917	35948
4703	31923	35940
4704	31933	35937
4705	31939	35930
4706	31945	35922
4707	31951	35914
4708	31957	35907
4709	31963	35899
4710	31969	35892
4711	31976	35885
4712	31982	35877
4713	31988	35869
4714	31994	35862
4715	32000	35854
4716	32011	35852
4717	32017	35844
4718	32022	35836
4719	32028	35828
4720	32033	35820
4721	32039	35812
4722	32044	35803
4723	32049	35794
4724	32055	35786
4725	32060	35777
4726	32065	35769
4727	32070	35761
4728	32076	35753
4729	32081	35744
4730	32086	35735
4731	32093	35728
4732	32099	35720
4733	32106	35714
4734	32112	35706
4735	32118	35699
4736	32124	35691
4737	32130	35683
4738	32135	35675
4739	32140	35666
4740	32146	35658
4741	32151	35650
4742	32157	35642
4743	32162	35633
4744	32168	35625
4745	32174	35617
4746	32179	35610
4747	32185	35601
4748	32190	35593
4749	32196	35585
4750	32202	35578
4751	32208	35570
4752	32214	35563
4753	32222	35556
4754	32227	35549
4755	32234	35541
4756	32239	35533
4757	32247	35528
4758	32253	35520
4759	32259	35512
4760	32265	35504
4761	32270	35496
4762	32275	35487
4763	32282	35481
4764	32288	35473
4765	32295	35466
4766	32301	35459
4767	32307	35451
4768	32313	35443
4769	32318	35435
4770	32324	35427
4771	32329	35419
4772	32335	35411
4773	32341	35403
4774	32347	35395
4775	32353	35387
4776	32359	35380
4777	32364	35372
