iter	RMSE
196	39.80408401
197	39.72384082
198	39.63800774
199	39.54486035
200	39.46667208
201	39.38617635
202	39.30601104
203	39.22279758
204	39.13947145
205	39.06820678
206	38.97981022
207	38.91420383
208	38.83725832
209	38.76529638
210	38.69155896
211	38.62335581
212	38.53819038
213	38.46552378
214	38.39310838
215	38.32550339
216	38.25541276
217	38.19215217
218	38.1239212
219	38.04904219
220	37.97821895
221	37.91424458
222	37.84863256
223	37.78876309
224	37.73438388
225	37.67920768
226	37.62739402
227	37.56587208
228	37.51268524
229	37.44926779
230	37.39451171
231	37.33732904
232	37.28539138
233	37.23370732
234	37.18205574
235	37.12242715
236	37.0719859
237	37.01638696
238	36.9639729
239	36.92110024
240	36.8734916
241	36.80765694
242	36.75180872
243	36.69762823
244	36.6406167
245	36.59436753
246	36.54743748
247	36.49540116
248	36.4513017
249	36.40662988
250	36.36330719
251	36.30982786
252	36.25157337
253	36.20840607
254	36.16513717
255	36.1081597
256	36.06584391
257	36.00727255
258	35.96290895
259	35.92032202
260	35.87912168
261	35.83975557
262	35.79797801
263	35.75739559
264	35.71168376
265	35.6576275
266	35.61695432
267	35.56969128
268	35.5279551
269	35.48993033
270	35.44679944
271	35.40621134
272	35.37029223
273	35.3347823
274	35.291647
275	35.24887433
276	35.20421384
277	35.16638349
278	35.11707629
279	35.06896899
280	35.03762267
281	34.99616912
282	34.9646633
283	34.92916767
284	34.89306733
285	34.86246724
286	34.83007085
287	34.79981399
288	34.76377961
289	34.72470834
290	34.69232356
291	34.66565563
292	34.62434856
293	34.58107923
294	34.54463177
295	34.51006171
296	34.48354749
297	34.44447518
298	34.41607471
299	34.37190584
300	34.32678151
301	34.29079445
302	34.25763077
303	34.22986879
304	34.1926052
305	34.16031969
306	34.12088605
307	34.08883909
308	34.06168012
309	34.03155643
310	33.99720931
311	33.96746589
312	33.93254639
313	33.90483831
314	33.87652085
315	33.84208053
316	33.80886665
317	33.7822077
318	33.7443183
319	33.70824591
320	33.67808496
321	33.64636889
322	33.61246807
323	33.5813534
324	33.55528842
325	33.52971993
326	33.50053044
327	33.4727782
328	33.43669599
329	33.41491447
330	33.38974121
331	33.36132544
332	33.34000543
333	33.30438051
334	33.27946135
335	33.2456946
336	33.22091237
337	33.20001432
338	33.17751896
339	33.15292002
340	33.13163677
341	33.09847292
342	33.06838528
343	33.04554808
344	33.02448428
345	32.99938601
346	32.978758
347	32.95590981
348	32.92526581
349	32.90024871
350	32.87359541
351	32.84444034
352	32.82469806
353	32.80022098
354	32.78061939
355	32.74688281
356	32.72371821
357	32.70213046
358	32.68069
359	32.64766589
360	32.62277069
361	32.60098299
362	32.57037822
363	32.55219483
364	32.53332653
365	32.50604515
366	32.47815942
367	32.45510823
368	32.42736726
369	32.40418101
370	32.37758439
371	32.35693726
372	32.33870426
373	32.31672134
374	32.29071229
375	32.27114012
376	32.24501142
377	32.22544656
378	32.20688745
379	32.18990817
380	32.16524353
381	32.14781425
382	32.12684149
383	32.10617999
384	32.0779443
385	32.05471997
386	32.03392111
387	32.01587885
388	31.99774394
389	31.97525269
390	31.95977457
391	31.94244839
392	31.91876593
393	31.89798852
394	31.87988004
395	31.86123832
396	31.84150398
397	31.81051827
398	31.79047172
399	31.7728197
400	31.7496304
401	31.73219062
402	31.71257897
403	31.67948348
404	31.6517419
405	31.63646431
406	31.62140124
407	31.60448199
408	31.58026543
409	31.55841978
410	31.53556185
411	31.51501414
412	31.49486564
413	31.47538705
414	31.45532441
415	31.43953943
416	31.41718988
417	31.38778109
418	31.37041222
419	31.34898583
420	31.32900864
421	31.3101001
422	31.29166057
423	31.27248286
424	31.25835696
425	31.24473718
426	31.22137153
427	31.20592369
428	31.18408444
429	31.16531866
430	31.14764079
431	31.13351222
432	31.12008737
433	31.10392508
434	31.08921318
435	31.0696318
436	31.05771949
437	31.040432
438	31.02719635
439	31.01450741
440	30.99730622
441	30.97828544
442	30.96283772
443	30.94450601
444	30.93292105
445	30.91647671
446	30.89058124
447	30.87240314
448	30.85710749
449	30.84137641
450	30.82969432
451	30.8075517
452	30.79604428
453	30.77898249
454	30.75117358
455	30.7391658
456	30.718295
457	30.69375525
458	30.67157378
459	30.65390032
460	30.63611802
461	30.61838005
462	30.60089113
463	30.59008747
464	30.57371018
465	30.55956942
466	30.54255541
467	30.5228917
468	30.5011758
469	30.48612456
470	30.47353785
471	30.45475091
472	30.43568816
473	30.42452661
474	30.40219537
475	30.38599093
476	30.36841562
477	30.35780283
478	30.34401498
479	30.32233516
480	30.29979292
481	30.28854503
482	30.27336454
483	30.26286675
484	30.25017461
485	30.23806538
486	30.22546409
487	30.21248658
488	30.19586776
489	30.18418735
490	30.16863167
491	30.15415665
492	30.13171544
493	30.11573037
494	30.09365344
495	30.0783444
496	30.06627358
497	30.05417121
498	30.03849582
499	30.0165886
500	29.99560655
501	29.98231159
502	29.97139294
503	29.96120819
504	29.95031637
505	29.93967497
506	29.9249368
507	29.9119299
508	29.89242719
509	29.87784249
510	29.86682473
511	29.85247195
512	29.83851651
513	29.82502777
514	29.80908009
515	29.7993403
516	29.78666206
517	29.77601452
518	29.76311928
519	29.75087926
520	29.73117271
521	29.72125861
522	29.7035084
523	29.68145907
524	29.66603797
525	29.65387137
526	29.63308307
527	29.61699049
528	29.60235287
529	29.5914846
530	29.57753949
531	29.56647589
532	29.55647972
533	29.54404811
534	29.53279541
535	29.5226863
536	29.51320857
537	29.49714996
538	29.48109543
539	29.47329108
540	29.46297459
541	29.44811592
542	29.4348678
543	29.41844921
544	29.40028525
545	29.38276654
546	29.36722453
547	29.35258932
548	29.34220155
549	29.32811521
550	29.31834682
551	29.30789475
552	29.28654576
553	29.27545376
554	29.26835363
555	29.25634963
556	29.24276304
557	29.22378677
558	29.2162692
559	29.19592473
560	29.18621876
561	29.16337802
562	29.14725847
563	29.13345516
564	29.11883221
565	29.10393149
566	29.09636531
567	29.08691283
568	29.06692132
569	29.05588144
570	29.03659429
571	29.01848965
572	29.01298274
573	28.99496072
574	28.97931098
575	28.9570306
576	28.93753035
577	28.9249452
578	28.90791019
579	28.89782336
580	28.88545114
581	28.86978342
582	28.8585353
583	28.84206436
584	28.82683487
585	28.81425149
586	28.80549197
587	28.79822011
588	28.77537234
589	28.76584975
590	28.7480551
591	28.73769141
592	28.72740466
593	28.71523285
594	28.70678899
595	28.69513148
596	28.68567784
597	28.67729204
598	28.65964073
599	28.64986744
600	28.63677852
601	28.62320306
602	28.61409134
603	28.6013227
604	28.58914361
605	28.58140235
606	28.56481036
607	28.55057751
608	28.5349179
609	28.52388919
610	28.51361332
611	28.50180377
612	28.49521086
613	28.48982569
614	28.47976128
615	28.46944348
616	28.45745282
617	28.44555786
618	28.43563369
619	28.42501411
620	28.41406699
621	28.39672222
622	28.38800094
623	28.37547897
624	28.35947032
625	28.35129035
626	28.3313999
627	28.31500758
628	28.30636567
629	28.29295108
630	28.27898893
631	28.2706094
632	28.2628897
633	28.24820404
634	28.22736587
635	28.21693947
636	28.20665211
637	28.19822096
638	28.1876499
639	28.17953052
640	28.16953348
641	28.15960065
642	28.14481607
643	28.1376639
644	28.1294508
645	28.11858852
646	28.09846244
647	28.08942709
648	28.07491334
649	28.06503904
650	28.04970188
651	28.03787506
652	28.01966576
653	28.00010939
654	27.99317704
655	27.98308902
656	27.96667821
657	27.95713421
658	27.94780784
659	27.93334313
660	27.92417699
661	27.91247551
662	27.89628699
663	27.88682079
664	27.87453737
665	27.86266285
666	27.85303317
667	27.84261579
668	27.83416893
669	27.82697119
670	27.81750652
671	27.79858255
672	27.78635254
673	27.76924826
674	27.75756717
675	27.74409811
676	27.73293204
677	27.72350137
678	27.70677031
679	27.69673528
680	27.68960911
681	27.68300752
682	27.67451625
683	27.66054641
684	27.6522521
685	27.64251804
686	27.63021828
687	27.62309609
688	27.6095148
689	27.60462235
690	27.59900079
691	27.58947658
692	27.58427436
693	27.57043767
694	27.5624766
695	27.5507119
696	27.53936952
697	27.52789979
698	27.52312127
699	27.51453303
700	27.5002384
701	27.49238424
702	27.4838236
703	27.46737779
704	27.45685387
705	27.44998024
706	27.44156911
707	27.42609194
708	27.41032262
709	27.40342759
710	27.39601597
711	27.38538724
712	27.37525344
713	27.36584193
714	27.34848184
715	27.33510745
716	27.32315552
717	27.31759882
718	27.30401733
719	27.29772391
720	27.2901101
721	27.27984912
722	27.27071777
723	27.2609781
724	27.24762671
725	27.23182986
726	27.22381743
727	27.2148213
728	27.20647417
729	27.20041598
730	27.18919564
731	27.17079316
732	27.16006314
733	27.15080974
734	27.14406989
735	27.13268528
736	27.12460792
737	27.11364659
738	27.10570043
739	27.10019829
740	27.08725484
741	27.07769459
742	27.0699036
743	27.06127941
744	27.05531858
745	27.04521536
746	27.03725102
747	27.02857719
748	27.02035742
749	27.01342462
750	27.00656705
751	26.99854574
752	26.98931998
753	26.97849765
754	26.97401895
755	26.96298529
756	26.95364396
757	26.94433182
758	26.9389573
759	26.92851257
760	26.91688753
761	26.90298022
762	26.89140465
763	26.88419167
764	26.87620548
765	26.86481467
766	26.85122104
767	26.83828035
768	26.83400671
769	26.8239726
770	26.81484717
771	26.80662134
772	26.7938921
773	26.78205584
774	26.77486621
775	26.7642459
776	26.75330405
777	26.73478627
778	26.72900431
779	26.71873886
780	26.71258921
781	26.70378653
782	26.69432214
783	26.68639555
784	26.67598904
785	26.66857353
786	26.66163214
787	26.65175336
788	26.64149095
789	26.63292125
790	26.6247895
791	26.61878874
792	26.61063154
793	26.60471202
794	26.59959149
795	26.59395793
796	26.58635094
797	26.58147757
798	26.57127123
799	26.56214271
800	26.55428637
801	26.54124928
802	26.53184326
803	26.52601737
804	26.51898559
805	26.50999562
806	26.50032082
807	26.49270662
808	26.48582723
809	26.47634511
810	26.46468891
811	26.45460373
812	26.44722529
813	26.44162672
814	26.42681444
815	26.41877745
816	26.41165933
817	26.4001083
818	26.39496151
819	26.38650372
820	26.37744874
821	26.36318205
822	26.3549882
823	26.34687308
824	26.3353322
825	26.32785031
826	26.31981249
827	26.31448313
828	26.30643486
829	26.29859617
830	26.28980017
831	26.28444863
832	26.27486029
833	26.26155669
834	26.25655519
835	26.25037278
836	26.24196316
837	26.23496644
838	26.22747088
839	26.22389933
840	26.21633268
841	26.2106381
842	26.19949228
843	26.18876641
844	26.18167203
845	26.16797219
846	26.15786344
847	26.14904016
848	26.14340317
849	26.1319918
850	26.12579875
851	26.12042119
852	26.11512075
853	26.10929317
854	26.10033535
855	26.09467094
856	26.0810026
857	26.07455003
858	26.0633006
859	26.05672381
860	26.04785869
861	26.04319673
862	26.03536486
863	26.02943037
864	26.02406794
865	26.00874912
866	25.99978686
867	25.99341859
868	25.98663265
869	25.98092086
870	25.97288016
871	25.96495756
872	25.95935235
873	25.95153855
874	25.94659483
875	25.93935787
876	25.93573231
877	25.93016815
878	25.92304555
879	25.91759622
880	25.90226857
881	25.89526496
882	25.88693906
883	25.87763499
884	25.87166686
885	25.86006919
886	25.85493551
887	25.84598151
888	25.83088139
889	25.82161439
890	25.81649446
891	25.80200522
892	25.79893174
893	25.79178836
894	25.78573359
895	25.77794338
896	25.77151955
897	25.7646423
898	25.75501574
899	25.74741504
900	25.73842174
901	25.7338418
902	25.72539262
903	25.71824801
904	25.70993801
905	25.69667755
906	25.69183394
907	25.68449668
908	25.67537673
909	25.66856567
910	25.66501051
911	25.65010917
912	25.64634567
913	25.64221679
914	25.63642563
915	25.62999679
916	25.62523819
917	25.62071265
918	25.61505198
919	25.60817653
920	25.60299501
921	25.59745082
922	25.58831392
923	25.57827266
924	25.57530584
925	25.56859866
926	25.56543189
927	25.56000608
928	25.54556625
929	25.53926394
930	25.52939958
931	25.52231498
932	25.5162447
933	25.50980002
934	25.50427691
935	25.49614063
936	25.48795738
937	25.47961606
938	25.47366897
939	25.46834433
940	25.45980775
941	25.44969615
942	25.44442007
943	25.43689837
944	25.42284137
945	25.4106949
946	25.39980415
947	25.39229408
948	25.38864982
949	25.37833237
950	25.37354056
951	25.36358487
952	25.35567886
953	25.34784734
954	25.34274873
955	25.33565702
956	25.32361362
957	25.31317684
958	25.3048078
959	25.29382259
960	25.2886328
961	25.27965027
962	25.27080526
963	25.26485841
964	25.25783608
965	25.24942191
966	25.24365544
967	25.23576819
968	25.22321859
969	25.21009863
970	25.20198323
971	25.19637638
972	25.1910696
973	25.18671431
974	25.18182146
975	25.17313488
976	25.16391569
977	25.1567667
978	25.15023463
979	25.14127153
980	25.12836171
981	25.11677576
982	25.1120199
983	25.10557194
984	25.10052344
985	25.08718303
986	25.07935693
987	25.06929796
988	25.06351598
989	25.05586841
990	25.04217855
991	25.03799483
992	25.02996369
993	25.01832852
994	25.01349693
995	25.0061839
996	25.00111599
997	24.99702623
998	24.9894211
999	24.97812513
1000	24.97350271
1001	24.97064511
1002	24.96443586
1003	24.95955704
1004	24.95186774
1005	24.94614533
1006	24.93826291
1007	24.93417582
1008	24.92284245
1009	24.91534788
1010	24.9108964
1011	24.90044551
1012	24.89018296
1013	24.88519673
1014	24.8778111
1015	24.87331963
1016	24.86669941
1017	24.85576794
1018	24.84812081
1019	24.84166637
1020	24.83812467
1021	24.83080667
1022	24.82606928
1023	24.81520472
1024	24.81051445
1025	24.80567359
1026	24.79844302
1027	24.79109765
1028	24.77914342
1029	24.77155044
1030	24.76691884
1031	24.76235693
1032	24.75182009
1033	24.74431096
1034	24.73797973
1035	24.72941165
1036	24.72350776
1037	24.71901873
1038	24.7151518
1039	24.70409913
1040	24.69313035
1041	24.68541958
1042	24.68009997
1043	24.67556522
1044	24.66853785
1045	24.66159312
1046	24.65718492
1047	24.64752697
1048	24.64316012
1049	24.63300095
1050	24.62836288
1051	24.61922753
1052	24.61496274
1053	24.6111648
1054	24.60554548
1055	24.60327057
1056	24.59705261
1057	24.58915057
1058	24.57910119
1059	24.57449562
1060	24.56498858
1061	24.56091633
1062	24.55672495
1063	24.54802196
1064	24.5438683
1065	24.53837008
1066	24.52770969
1067	24.51849631
1068	24.51189337
1069	24.50536471
1070	24.49995729
1071	24.49389962
1072	24.48704923
1073	24.48251184
1074	24.47618978
1075	24.46638235
1076	24.4635955
1077	24.45447969
1078	24.44792282
1079	24.44127396
1080	24.43575567
1081	24.42699039
1082	24.41502769
1083	24.40807066
1084	24.40288785
1085	24.39566739
1086	24.38565437
1087	24.38183341
1088	24.37820709
1089	24.37040177
1090	24.36379694
1091	24.35400683
1092	24.34993712
1093	24.34032802
1094	24.33405732
1095	24.32659083
1096	24.31710037
1097	24.31296994
1098	24.30859519
1099	24.29993948
1100	24.29385433
1101	24.28451075
1102	24.2777908
1103	24.2685799
1104	24.26195685
1105	24.25251871
1106	24.24855759
1107	24.2403134
1108	24.23402879
1109	24.23013261
1110	24.22310765
1111	24.2138439
1112	24.20976377
1113	24.20363998
1114	24.19356958
1115	24.18977389
1116	24.18093077
1117	24.17711436
1118	24.17032288
1119	24.16087148
1120	24.15265745
1121	24.14378048
1122	24.13759677
1123	24.13385373
1124	24.13041458
1125	24.12460581
1126	24.11534534
1127	24.10925551
1128	24.10024462
1129	24.09236033
1130	24.08448868
1131	24.07635484
1132	24.0664959
1133	24.05992384
1134	24.05396619
1135	24.04722573
1136	24.03858844
1137	24.03397467
1138	24.02916324
1139	24.02559063
1140	24.01734219
1141	24.00965388
1142	24.00392238
1143	23.99921041
1144	23.99618611
1145	23.98865189
1146	23.98021554
1147	23.97389538
1148	23.97028828
1149	23.96846137
1150	23.96223846
1151	23.95613615
1152	23.95044925
1153	23.94246091
1154	23.93811166
1155	23.92989328
1156	23.92331689
1157	23.91881852
1158	23.91251416
1159	23.90498818
1160	23.89789721
1161	23.89439836
1162	23.88670986
1163	23.87939064
1164	23.87207653
1165	23.86405374
1166	23.8564277
1167	23.84962351
1168	23.84594216
1169	23.83808764
1170	23.83037474
1171	23.82324529
1172	23.81981426
1173	23.81633571
1174	23.81281029
1175	23.80783525
1176	23.8003498
1177	23.7924547
1178	23.78850633
1179	23.7813501
1180	23.77776004
1181	23.76682488
1182	23.76324262
1183	23.75624434
1184	23.74874466
1185	23.74142388
1186	23.73406904
1187	23.73056359
1188	23.72609113
1189	23.71921348
1190	23.71282348
1191	23.70658231
1192	23.69941704
1193	23.69340215
1194	23.68909979
1195	23.68462478
1196	23.67790008
1197	23.67082797
1198	23.66303804
1199	23.6570505
1200	23.65093985
1201	23.6466384
1202	23.64220953
1203	23.63561768
1204	23.62823333
1205	23.6249622
1206	23.61764747
1207	23.61182593
1208	23.60542691
1209	23.59734862
1210	23.59319032
1211	23.58681656
1212	23.58261635
1213	23.57530201
1214	23.56839928
1215	23.56158338
1216	23.55733394
1217	23.55303674
1218	23.54969491
1219	23.54649612
1220	23.539027
1221	23.53548716
1222	23.53104307
1223	23.52559415
1224	23.51823423
1225	23.51118342
1226	23.50699378
1227	23.49997831
1228	23.49304204
1229	23.4868436
1230	23.48129936
1231	23.47447264
1232	23.47035643
1233	23.4672935
1234	23.4616603
1235	23.45614729
1236	23.44930981
1237	23.44342987
1238	23.43758478
1239	23.43207457
1240	23.42899619
1241	23.42592203
1242	23.41996115
1243	23.41599261
1244	23.41206638
1245	23.40690291
1246	23.40080837
1247	23.39720488
1248	23.39054762
1249	23.38760703
1250	23.38350366
1251	23.37972162
1252	23.37260932
1253	23.36883384
1254	23.36312642
1255	23.3563025
1256	23.351312
1257	23.34465177
1258	23.33875608
1259	23.33454727
1260	23.32730819
1261	23.32171387
1262	23.31369461
1263	23.30877694
1264	23.30361661
1265	23.29962047
1266	23.29372799
1267	23.28978824
1268	23.28520037
1269	23.28145338
1270	23.27683144
1271	23.27199941
1272	23.26637302
1273	23.26073308
1274	23.25531037
1275	23.24887701
1276	23.24316725
1277	23.23771199
1278	23.23249763
1279	23.22768361
1280	23.22226706
1281	23.21824885
1282	23.21363448
1283	23.21004278
1284	23.20394318
1285	23.19863211
1286	23.19528181
1287	23.18892156
1288	23.18262515
1289	23.17734239
1290	23.17361378
1291	23.16930642
1292	23.16170653
1293	23.15717557
1294	23.15366021
1295	23.14864618
1296	23.14528047
1297	23.1417232
1298	23.13552175
1299	23.13166794
1300	23.12802852
1301	23.12340996
1302	23.11857276
1303	23.11358594
1304	23.1115554
1305	23.10464694
1306	23.10135505
1307	23.09858907
1308	23.0960992
1309	23.09240856
1310	23.08765929
1311	23.08461771
1312	23.07917332
1313	23.07349248
1314	23.06741493
1315	23.06294558
1316	23.05891913
1317	23.05555951
1318	23.05165814
1319	23.04694826
1320	23.04164876
1321	23.03922235
1322	23.03618007
1323	23.03064746
1324	23.02599486
1325	23.02247913
1326	23.01793753
1327	23.01355824
1328	23.00839519
1329	23.0030778
1330	22.99942703
1331	22.99469658
1332	22.98782139
1333	22.98302942
1334	22.97764847
1335	22.9738836
1336	22.96961544
1337	22.96667715
1338	22.96217147
1339	22.95981189
1340	22.95528916
1341	22.94958507
1342	22.94675892
1343	22.94210447
1344	22.93764435
1345	22.93535881
1346	22.93252978
1347	22.9272026
1348	22.92332723
1349	22.91991241
1350	22.91397998
1351	22.90902126
1352	22.90225948
1353	22.89505477
1354	22.89070083
1355	22.88719707
1356	22.88177438
1357	22.87802012
1358	22.87388335
1359	22.86681812
1360	22.86169316
1361	22.85825708
1362	22.85238157
1363	22.84803054
1364	22.84354178
1365	22.83992465
1366	22.83524244
1367	22.83007753
1368	22.82797151
1369	22.82354641
1370	22.82018263
1371	22.81474953
1372	22.81052878
1373	22.80541095
1374	22.80124298
1375	22.79784786
1376	22.79098426
1377	22.78505564
1378	22.7814327
1379	22.77643081
1380	22.77423196
1381	22.77005681
1382	22.76503091
1383	22.75833445
1384	22.75184567
1385	22.74656748
1386	22.74438316
1387	22.74114959
1388	22.73269989
1389	22.72850566
1390	22.72635293
1391	22.7198651
1392	22.71630882
1393	22.70990473
1394	22.70584792
1395	22.70078462
1396	22.697556
1397	22.69284608
1398	22.68790664
1399	22.68391577
1400	22.67959325
1401	22.67138809
1402	22.66536182
1403	22.66225197
1404	22.65694766
1405	22.65275033
1406	22.65084472
1407	22.64465504
1408	22.64041649
1409	22.63416162
1410	22.62889066
1411	22.62276876
1412	22.61971146
1413	22.61628494
1414	22.61126981
1415	22.60789369
1416	22.60387029
1417	22.59802068
1418	22.59613426
1419	22.5913195
1420	22.58726139
1421	22.58420021
1422	22.580181
1423	22.57460002
1424	22.56961503
1425	22.56758347
1426	22.56273991
1427	22.55896105
1428	22.55597681
1429	22.55189938
1430	22.5490168
1431	22.5441215
1432	22.53863764
1433	22.53387199
1434	22.52862817
1435	22.52471329
1436	22.52148576
1437	22.51800734
1438	22.51233742
1439	22.51032712
1440	22.50581125
1441	22.50381609
1442	22.50063362
1443	22.4972306
1444	22.49440254
1445	22.48848202
1446	22.48389395
1447	22.47912982
1448	22.47546512
1449	22.46953134
1450	22.46402144
1451	22.46091641
1452	22.45653589
1453	22.4514038
1454	22.44716449
1455	22.44523003
1456	22.44331142
1457	22.43866568
1458	22.43322025
1459	22.42780839
1460	22.42248823
1461	22.41787635
1462	22.4154215
1463	22.41148617
1464	22.40659588
1465	22.40113695
1466	22.39689292
1467	22.39429647
1468	22.39034892
1469	22.38737881
1470	22.38416902
1471	22.38023976
1472	22.37789177
1473	22.37339692
1474	22.36989432
1475	22.3654707
1476	22.3610683
1477	22.35689659
1478	22.35177094
1479	22.34636237
1480	22.34283359
1481	22.3400051
1482	22.33593417
1483	22.33047577
1484	22.3278051
1485	22.32327768
1486	22.3200072
1487	22.31771994
1488	22.31261925
1489	22.30734377
1490	22.30431648
1491	22.29985427
1492	22.29688008
1493	22.29248354
1494	22.28666258
1495	22.28345367
1496	22.28077013
1497	22.27758261
1498	22.27400935
1499	22.2704404
1500	22.26673134
1501	22.26281699
1502	22.25714534
1503	22.25353149
1504	22.25198705
1505	22.24792189
1506	22.24228495
1507	22.23593629
1508	22.23311552
1509	22.22918349
1510	22.22453545
1511	22.21941942
1512	22.21559818
1513	22.21078803
1514	22.20529293
1515	22.20063543
1516	22.19704175
1517	22.19233785
1518	22.19056067
1519	22.18697545
1520	22.18307599
1521	22.17954641
1522	22.17357561
1523	22.17012056
1524	22.16539641
1525	22.16129157
1526	22.15733898
1527	22.15354138
1528	22.14787555
1529	22.14558118
1530	22.14250714
1531	22.13876754
1532	22.13557931
1533	22.1329942
1534	22.12954501
1535	22.1262799
1536	22.12399552
1537	22.11902711
1538	22.11444271
1539	22.1087075
1540	22.1044118
1541	22.10017767
1542	22.09567857
1543	22.09312539
1544	22.09041289
1545	22.08638521
1546	22.08318511
1547	22.08019087
1548	22.07552721
1549	22.0720669
1550	22.06812298
1551	22.06569944
1552	22.06301391
1553	22.05861858
1554	22.05369955
1555	22.04825299
1556	22.04338325
1557	22.03948808
1558	22.03374803
1559	22.02897077
1560	22.02575676
1561	22.02121968
1562	22.01715674
1563	22.01420006
1564	22.01002085
1565	22.0067017
1566	22.00178148
1567	21.99910056
1568	21.99744615
1569	21.99419978
1570	21.98938103
1571	21.98775104
1572	21.98337697
1573	21.97938907
1574	21.97777064
1575	21.97352922
1576	21.96939981
1577	21.96532418
1578	21.9612673
1579	21.95965969
1580	21.95576593
1581	21.95235667
1582	21.94829436
1583	21.94449266
1584	21.94231597
1585	21.93816197
1586	21.9346344
1587	21.93103767
1588	21.92629536
1589	21.92186655
1590	21.9173681
1591	21.9135518
1592	21.90919111
1593	21.90587544
1594	21.90431083
1595	21.90060346
1596	21.89770007
1597	21.89329918
1598	21.89085284
1599	21.88679961
1600	21.88171016
1601	21.87743785
1602	21.87200083
1603	21.86873436
1604	21.86718926
1605	21.86507526
1606	21.86050475
1607	21.85557657
1608	21.85192433
1609	21.84958881
1610	21.84640376
1611	21.84335606
1612	21.84182354
1613	21.83966007
1614	21.83672326
1615	21.83248268
1616	21.82994271
1617	21.82596167
1618	21.82046552
1619	21.81630964
1620	21.80942278
1621	21.80402507
1622	21.79903787
1623	21.79571931
1624	21.79214498
1625	21.78794732
1626	21.78265934
1627	21.77887388
1628	21.77559283
1629	21.77112291
1630	21.769642
1631	21.76477269
1632	21.76000346
1633	21.75684129
1634	21.75300759
1635	21.74952137
1636	21.74438243
1637	21.74032955
1638	21.73844249
1639	21.73695222
1640	21.73299337
1641	21.72818197
1642	21.72380131
1643	21.72036713
1644	21.71745614
1645	21.71062086
1646	21.70524022
1647	21.70014197
1648	21.69629513
1649	21.69123216
1650	21.68881744
1651	21.68526375
1652	21.68381584
1653	21.68009625
1654	21.67735856
1655	21.67391574
1656	21.66898662
1657	21.66649967
1658	21.66297172
1659	21.65935426
1660	21.65654719
1661	21.65450391
1662	21.65075506
1663	21.64619413
1664	21.6429407
1665	21.63770603
